,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,sex_F,sex_M,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP
36,15,4,3,4,3,2,2,1,3,0,5,4,3,1,1,4,0,14,14,14,0,1,1,1,1,0,1,1,0,1,1,1,0,1
37,16,4,4,5,4,3,2,2,3,0,2,4,3,1,1,5,4,13,13,13,0,1,0,0,0,0,1,1,0,1,1,1,1,1
38,15,3,4,3,2,1,2,1,3,0,4,3,2,1,1,5,2,11,12,12,1,0,0,1,0,1,1,1,0,1,1,1,0,1
39,15,2,2,1,5,3,2,1,1,0,4,3,1,1,1,2,8,14,13,12,1,0,0,1,0,1,1,1,0,0,1,1,0,1
40,16,2,2,5,5,2,2,2,2,0,3,3,3,1,2,3,16,11,11,10,1,0,1,1,1,0,1,1,0,1,0,1,1,1
41,15,4,4,4,5,2,3,1,1,0,5,4,3,2,4,5,8,10,11,11,0,1,1,1,1,0,1,0,0,1,0,1,1,1
42,15,4,4,3,4,1,1,1,2,0,4,3,3,1,1,5,0,14,15,15,0,1,0,1,1,0,1,1,0,1,1,1,0,1
43,15,2,2,3,3,1,1,1,1,0,5,4,1,1,1,1,0,9,10,10,0,1,0,1,1,1,1,0,0,1,1,1,0,1
44,16,2,2,5,1,1,1,2,2,1,4,3,3,2,2,5,14,10,11,11,1,0,1,1,1,1,0,1,0,1,1,1,0,1
45,15,4,3,5,5,1,2,1,2,0,5,2,2,1,1,5,4,10,11,11,1,0,1,0,1,1,1,1,1,1,1,1,1,1
46,16,3,3,5,3,2,2,1,2,0,2,3,5,1,4,3,6,13,12,13,1,0,1,0,1,0,1,0,0,1,1,1,0,1
47,16,4,3,2,3,3,2,1,4,0,4,2,2,1,1,2,2,17,17,17,0,1,0,1,1,0,0,1,0,1,1,1,0,1
48,15,4,2,4,5,2,2,1,2,0,4,3,3,2,2,5,4,11,12,13,0,1,0,1,1,0,1,0,0,0,1,1,0,1
49,15,4,4,3,4,4,1,1,2,0,4,4,4,1,1,3,2,13,12,12,1,0,0,1,1,1,1,1,0,1,0,1,0,1
50,16,2,2,3,3,1,2,3,2,0,4,3,3,2,3,4,0,14,13,13,1,0,1,1,1,0,1,0,0,1,1,1,0,1
51,15,4,2,2,5,4,2,1,2,0,4,3,3,1,1,5,0,16,14,16,1,0,1,1,1,0,1,0,0,1,1,1,0,1
52,15,4,2,2,2,4,1,2,1,0,5,5,5,3,4,5,4,10,9,9,0,1,1,0,1,0,0,0,0,0,1,1,0,1
53,15,4,4,3,3,1,2,1,1,0,3,3,4,2,3,5,0,13,12,12,1,0,0,1,1,1,1,0,0,1,1,1,0,1
54,15,3,3,5,5,4,2,1,1,0,5,3,4,4,4,1,0,13,12,13,1,0,1,0,1,0,0,0,0,1,1,1,0,1
55,16,2,1,5,5,4,2,1,2,0,5,3,4,1,1,2,2,12,13,12,1,0,0,0,1,0,0,1,0,1,1,1,1,1
56,15,4,3,3,3,3,2,1,2,0,4,3,2,1,1,1,0,15,14,15,1,0,0,0,1,0,1,1,0,1,1,1,0,1
57,15,4,4,4,2,3,2,1,2,0,3,2,2,1,1,5,8,15,15,16,0,1,0,1,1,0,1,1,0,0,1,1,0,1
58,15,1,2,5,1,2,1,1,2,0,4,3,2,1,1,5,0,14,13,14,0,1,1,1,1,1,1,1,0,1,1,1,0,1
59,16,4,2,3,5,1,2,1,2,0,4,2,3,1,1,5,2,16,15,16,1,0,0,1,1,0,1,0,1,1,1,1,0,1
60,16,4,4,2,4,4,2,1,2,0,2,4,4,2,3,4,0,17,16,16,1,0,0,1,0,0,1,1,0,0,1,1,0,1
61,16,1,1,3,3,1,1,4,1,0,5,5,5,5,5,5,0,10,10,16,1,0,0,1,1,1,1,1,0,1,0,1,1,1
62,16,1,2,5,3,3,1,1,2,0,4,4,3,1,1,1,0,13,13,10,1,0,1,1,1,1,0,1,0,1,1,1,0,1
63,16,4,3,4,2,2,2,1,3,0,3,4,4,2,4,4,0,14,13,13,1,0,0,1,1,1,1,1,0,1,1,1,0,1
64,15,4,3,3,3,3,1,1,2,0,4,4,4,2,4,2,0,13,12,12,1,0,1,1,1,1,0,1,0,1,1,1,1,1
65,16,4,3,4,3,1,2,3,2,0,5,4,3,1,2,1,2,16,15,16,1,0,1,1,1,0,1,1,0,1,1,1,0,1
66,15,4,4,5,3,3,2,1,4,0,1,3,3,5,5,3,0,11,12,12,0,1,0,0,1,0,1,1,0,1,0,1,1,1
67,16,3,1,3,5,1,2,1,4,0,4,3,3,1,2,5,0,10,9,10,1,0,0,1,1,1,1,0,0,1,1,1,0,1
68,15,2,2,2,3,3,2,2,2,0,4,1,3,1,3,4,0,11,10,11,1,0,1,1,0,1,1,0,0,1,1,1,0,1
69,15,3,1,5,5,3,1,2,4,0,4,4,2,2,3,3,6,15,15,15,1,0,1,1,0,0,1,0,0,1,0,1,0,1
70,16,3,1,5,5,3,1,2,4,0,4,3,2,1,1,5,2,13,11,11,0,1,0,1,1,0,1,0,0,1,1,1,0,1
71,15,4,2,5,5,1,2,1,4,0,3,3,3,1,1,3,0,11,9,10,0,1,0,1,1,0,0,0,0,1,1,1,0,1
72,15,1,1,5,5,3,2,1,2,0,3,3,4,2,4,5,2,13,11,11,1,0,0,1,0,1,1,0,0,1,0,1,1,1
73,16,3,1,5,5,3,2,1,1,0,5,3,2,2,2,5,0,13,13,14,0,1,0,1,1,0,0,1,0,0,1,1,0,1
74,16,3,3,5,3,2,2,1,2,0,4,3,3,2,4,5,4,11,11,11,1,0,0,1,1,1,1,1,0,1,1,1,0,1
75,15,4,3,4,5,2,2,1,2,0,4,3,3,2,3,5,0,11,11,11,0,1,0,1,1,0,1,1,0,1,1,1,0,1
76,15,4,0,4,5,1,2,2,4,0,3,4,3,1,1,1,0,12,11,11,0,1,0,1,1,0,0,1,0,1,1,1,0,1
77,16,2,2,5,5,3,2,1,4,0,5,2,3,1,3,3,1,13,13,13,1,0,0,1,1,0,0,0,0,1,1,1,1,1
78,17,2,1,5,5,2,2,2,1,3,4,5,1,1,1,3,0,9,9,10,0,1,0,1,1,1,1,1,0,1,1,0,0,1
79,16,3,4,1,5,1,2,1,2,0,2,4,3,1,2,3,14,12,11,11,1,0,0,1,1,0,1,0,0,1,1,1,0,1
80,15,2,3,5,3,1,1,1,1,0,3,2,2,1,3,3,0,11,11,12,0,1,0,1,1,1,1,1,0,1,0,1,1,1
81,15,2,3,5,5,2,2,1,3,0,5,3,2,1,2,5,2,10,9,9,0,1,0,1,1,1,0,0,0,1,0,1,0,1
82,15,3,2,3,5,3,2,1,2,0,4,4,4,1,1,5,4,12,11,11,1,0,1,1,1,0,1,0,0,1,1,1,0,1
83,15,2,2,3,3,2,2,2,2,0,5,3,3,1,3,4,2,13,12,13,0,1,1,1,1,0,0,1,1,1,1,1,0,1
84,15,1,1,5,5,2,1,1,2,0,4,3,2,2,3,4,2,13,12,12,1,0,0,1,1,0,1,1,0,1,0,1,0,1
85,15,4,4,3,3,3,1,2,2,0,4,4,4,2,3,5,4,12,11,12,1,0,0,1,1,0,0,0,0,1,1,1,1,1
86,16,2,2,1,5,1,2,1,2,0,4,3,4,1,2,2,6,13,11,11,1,0,1,1,1,0,1,0,0,0,1,1,0,1
87,15,4,2,5,5,3,2,1,3,0,5,3,3,1,3,1,4,15,15,15,1,0,0,1,1,0,1,1,0,1,1,1,0,1
88,16,2,2,3,5,3,1,2,2,0,4,4,2,1,1,3,6,12,10,11,0,1,0,1,1,0,0,1,0,1,0,1,0,1
89,16,4,4,4,2,3,2,1,2,0,4,1,3,3,5,5,6,9,9,10,0,1,1,0,1,0,1,0,0,0,1,1,0,1
90,16,3,3,5,5,2,2,1,3,0,4,3,3,1,3,4,2,9,11,11,1,0,0,1,1,0,1,0,0,1,1,1,1,1
91,15,4,3,3,5,3,2,1,1,0,4,5,5,1,3,1,6,14,13,13,1,0,0,1,1,0,0,1,0,1,1,1,0,1
92,16,3,1,5,5,2,1,1,2,0,3,3,3,2,3,2,0,12,13,12,1,0,1,1,1,1,1,0,0,0,1,1,0,1
93,16,4,2,4,3,2,2,2,2,0,5,3,3,1,1,1,2,13,14,14,1,0,0,1,1,0,1,1,0,1,1,1,0,1
94,15,2,2,3,2,3,2,1,4,0,4,3,4,1,1,4,2,11,12,12,0,1,1,1,1,0,1,1,0,1,1,1,0,1
95,15,1,1,1,5,2,2,2,4,0,3,1,2,1,1,1,4,13,13,13,1,0,0,1,0,1,1,1,1,1,1,1,0,1
96,16,4,3,3,5,3,2,2,1,0,3,3,3,1,1,4,6,9,11,11,0,1,0,1,0,1,1,1,1,1,0,1,0,1
97,16,2,1,5,5,1,2,1,2,0,4,3,5,1,1,5,0,13,12,12,1,0,0,1,1,0,1,0,0,0,1,1,1,1
98,16,4,4,5,5,3,2,1,1,0,5,3,4,1,2,1,4,12,13,13,1,0,0,1,1,0,0,1,0,1,0,1,0,1
99,16,4,3,5,1,1,2,1,3,0,5,3,5,1,1,3,2,12,13,13,1,0,0,1,1,1,1,0,0,1,1,1,0,1
100,16,4,4,3,3,4,2,1,1,0,4,5,5,5,5,4,12,9,9,8,0,1,0,1,1,1,1,1,0,1,1,1,0,1
101,16,4,4,3,4,4,1,1,3,0,4,4,3,1,1,4,0,16,16,16,0,1,0,1,1,0,1,1,0,1,1,1,1,1
102,15,4,4,3,5,1,2,1,1,0,5,3,3,1,1,5,2,12,13,12,0,1,0,1,1,0,1,1,1,1,0,1,0,1
103,15,3,2,3,5,2,2,2,2,0,4,3,5,1,1,2,16,11,10,10,1,0,0,1,1,1,1,0,0,1,1,1,0,1
104,15,3,4,3,5,1,2,1,2,0,5,4,4,1,1,1,0,16,16,16,0,1,0,0,1,0,1,1,0,1,1,1,0,1
105,15,3,3,5,2,3,1,1,4,0,4,3,3,1,1,4,10,10,10,10,1,0,0,0,1,1,0,0,0,0,1,1,0,1
106,15,2,2,5,5,1,2,1,4,0,5,1,2,1,1,3,4,10,10,10,1,0,0,1,1,1,1,0,0,1,1,1,0,1
107,16,3,3,3,5,2,1,1,3,0,5,3,3,1,1,5,4,13,14,14,0,1,0,1,1,0,1,1,0,1,1,1,0,1
108,15,4,4,5,5,2,1,4,4,0,1,3,5,3,5,1,8,12,10,11,0,1,0,1,0,0,1,1,0,1,1,1,1,1
109,16,4,4,2,2,4,2,1,3,0,5,4,5,1,1,4,2,15,15,14,1,0,1,1,1,0,1,1,0,1,1,1,1,1
110,15,4,4,4,4,1,2,1,1,0,5,5,3,1,1,4,4,13,14,14,0,1,1,0,1,0,0,1,0,1,1,1,0,1
111,16,3,3,3,5,3,1,1,3,0,4,1,2,1,1,2,4,11,11,11,1,0,0,1,0,1,1,1,0,1,1,1,0,1
112,16,2,2,1,5,2,2,1,2,1,3,1,2,1,1,5,12,8,10,10,1,0,0,1,1,1,0,1,0,1,1,1,0,1
113,15,4,2,4,5,1,2,1,1,0,3,5,2,1,1,3,10,18,17,18,0,1,1,1,1,0,0,0,0,1,1,1,0,1
114,15,2,1,2,3,3,2,1,2,0,5,4,2,1,1,5,4,10,9,10,0,1,0,1,0,0,0,1,0,1,1,1,1,1
115,16,4,4,4,4,1,1,1,2,0,5,4,4,1,2,5,6,16,14,14,0,1,0,1,1,0,1,1,0,1,1,1,0,1
116,15,4,4,5,4,3,1,2,2,0,4,4,3,1,1,2,4,16,15,16,0,1,0,1,1,0,1,1,0,0,1,1,0,1
117,16,3,3,5,3,2,1,2,1,0,5,4,2,1,1,5,6,14,14,15,0,1,0,1,1,0,0,1,0,1,1,1,0,1
118,17,1,3,5,5,1,1,3,2,1,5,2,4,1,4,5,14,12,11,11,0,1,0,1,0,0,1,1,0,1,1,1,0,1
119,15,3,4,5,5,3,1,1,1,0,3,4,3,1,2,4,2,14,13,14,0,1,0,1,1,0,0,0,0,1,1,1,0,1
120,15,1,2,1,3,1,2,1,2,0,3,2,3,1,2,1,0,14,14,14,1,0,0,1,1,0,0,0,0,1,0,1,0,1
121,15,2,2,3,3,2,1,1,4,0,5,5,4,1,2,5,6,14,13,13,0,1,0,1,1,0,1,1,0,1,1,1,0,1
122,16,2,4,5,2,1,1,2,2,0,4,2,2,1,2,5,2,14,12,13,1,0,1,1,1,0,1,1,0,1,1,1,1,1
123,16,4,4,2,5,1,2,1,1,0,3,4,4,1,4,5,4,12,13,13,0,1,0,1,1,0,1,1,0,1,1,1,0,1
124,16,2,2,5,5,2,2,1,2,0,5,4,4,1,1,5,0,12,11,11,1,0,0,1,1,0,0,0,0,1,1,1,1,1
125,15,3,4,3,3,2,1,1,1,0,5,5,5,3,2,5,2,9,9,9,0,1,0,1,1,1,0,0,0,1,1,1,0,1
126,15,3,4,5,5,2,2,1,2,0,5,3,2,1,1,1,0,10,11,11,1,0,1,0,1,1,0,1,0,1,1,1,1,1
127,19,0,1,1,5,1,3,1,2,2,3,4,2,1,1,5,0,9,10,11,1,0,0,1,1,0,1,0,0,0,0,0,0,1
128,16,4,4,4,4,1,2,1,1,0,3,5,5,2,5,4,8,14,14,15,0,1,0,1,0,0,0,1,0,1,1,1,0,1
129,16,2,3,5,5,1,2,2,3,0,3,2,3,2,2,1,4,13,12,13,0,1,0,1,1,0,1,0,0,1,0,1,1,1
130,15,3,4,3,4,1,1,2,3,0,4,2,2,2,2,5,0,10,11,12,1,0,0,1,0,0,1,0,0,1,1,1,1,1
131,18,2,1,3,5,3,2,1,2,3,5,4,5,1,3,5,10,10,9,8,1,0,0,1,1,0,1,1,0,1,1,0,1,1
132,17,2,1,5,5,1,2,3,1,0,3,2,2,1,2,5,8,11,10,11,1,0,1,0,1,0,1,0,0,1,1,1,0,1
133,15,1,1,1,5,1,2,3,1,0,4,3,3,1,2,4,6,11,12,13,1,0,0,1,1,0,1,1,0,1,0,1,1,1
134,17,2,2,5,5,1,1,1,1,0,3,4,4,1,3,5,2,13,12,12,1,0,1,1,1,0,1,0,0,1,1,1,1,1
135,16,3,4,3,5,1,1,1,1,0,3,2,1,1,4,5,12,15,13,14,1,0,0,0,1,0,0,0,0,1,1,1,0,1
136,16,2,1,1,5,1,2,4,1,0,3,2,1,1,1,2,4,9,9,11,0,1,0,1,1,0,0,0,0,0,1,1,0,1
137,16,2,2,5,5,2,2,1,1,1,5,3,4,1,1,5,12,13,11,11,1,0,0,0,1,0,0,0,0,0,1,1,0,1
138,15,3,4,1,4,1,2,4,2,0,5,3,3,1,1,5,2,12,11,11,0,1,0,1,0,0,1,0,0,0,1,1,1,1
139,15,4,4,3,1,1,2,1,3,0,4,3,3,1,1,5,4,13,14,15,1,0,0,1,1,0,1,1,0,1,1,1,1,1
140,17,3,4,1,5,1,2,3,2,0,5,4,5,2,4,5,2,10,9,10,0,1,0,1,0,0,0,0,0,0,1,1,0,1
141,16,1,1,1,5,1,2,4,2,0,5,1,3,1,1,3,0,14,13,13,1,0,0,1,0,0,1,0,0,0,1,1,0,1
142,18,3,1,3,3,1,2,2,1,0,3,3,4,4,5,4,2,11,11,12,0,1,1,1,1,0,0,1,0,1,1,1,1,1
143,18,3,2,5,3,1,3,1,3,0,4,3,3,5,1,5,10,12,11,11,1,0,0,0,1,0,1,1,0,1,0,1,1,1
144,16,1,1,5,3,3,2,2,1,0,3,3,3,1,2,1,8,12,11,11,1,0,0,1,0,0,1,1,0,0,1,1,1,1
145,16,3,3,5,5,1,3,2,1,0,4,3,2,1,1,5,4,9,9,10,1,0,0,0,1,0,1,1,0,1,0,1,1,1
146,16,1,1,3,5,1,2,1,2,2,4,4,4,1,3,5,0,10,10,10,0,1,1,1,1,0,0,0,0,0,1,1,1,1
147,15,4,4,4,4,1,2,2,1,0,4,3,2,1,1,5,6,13,14,14,1,0,0,1,1,0,0,1,0,1,1,1,0,1
148,15,1,1,5,5,1,2,3,1,1,5,5,5,1,1,1,2,8,9,9,1,0,0,1,0,0,0,1,0,1,1,1,1,1
149,15,4,3,4,3,1,1,2,4,0,2,2,2,1,1,3,6,9,11,11,0,1,0,1,1,1,1,0,0,1,1,1,0,1
150,15,3,3,3,3,2,2,1,2,0,1,3,2,2,3,1,24,9,8,9,1,0,0,0,1,0,0,0,0,0,0,1,1,1
151,16,4,4,3,3,1,2,1,3,0,5,3,3,1,3,5,0,15,13,13,0,1,0,1,1,0,1,1,0,1,1,1,0,1
152,16,2,2,3,3,3,1,2,1,0,2,3,3,2,2,2,4,12,11,11,0,1,1,1,1,0,1,1,0,1,1,1,0,1
153,15,4,4,4,3,1,2,1,3,0,4,2,2,1,1,5,2,13,13,13,1,0,0,1,1,0,1,1,0,1,1,1,0,1
154,16,1,1,1,1,1,2,1,1,0,3,4,4,3,3,1,4,10,11,11,1,0,1,1,1,0,0,0,0,1,1,1,0,1
155,17,2,1,5,5,2,2,1,1,0,5,4,5,1,2,5,22,9,7,6,0,1,0,1,1,0,1,0,0,1,1,1,0,1
156,15,1,1,5,3,1,1,1,2,0,4,4,2,1,2,5,0,12,12,12,1,0,0,1,1,0,1,0,0,1,1,1,0,1
157,15,2,1,1,5,2,2,2,1,0,4,4,2,1,1,5,0,11,10,10,1,0,1,0,1,0,1,1,0,1,1,0,1,1
158,15,3,2,2,3,2,1,1,2,1,3,3,2,1,1,3,2,11,11,11,1,0,0,1,1,0,1,0,0,1,1,1,0,1
159,15,1,2,1,5,1,2,1,2,0,4,3,2,1,1,5,6,13,12,13,1,0,0,1,1,0,1,0,0,1,0,1,0,1
160,15,1,2,1,3,1,1,1,2,0,2,3,4,2,4,1,6,11,11,11,1,0,0,1,1,0,0,0,0,0,0,1,1,1
161,16,4,4,4,4,1,2,1,1,0,3,3,2,2,1,5,16,9,9,8,0,1,0,1,1,0,1,0,0,1,1,0,1,1
162,15,2,1,3,5,1,2,4,1,0,4,5,5,2,5,5,0,12,11,11,0,1,1,0,1,0,0,0,0,1,1,1,0,1
164,16,2,1,1,5,1,2,1,1,1,4,4,4,3,5,5,6,9,10,10,0,1,1,1,1,0,0,1,0,0,1,1,1,1
165,15,3,3,3,3,3,3,2,3,0,4,2,1,2,3,3,2,13,13,13,1,0,0,1,0,0,1,1,1,1,1,1,1,1
166,19,3,2,3,1,2,2,1,1,0,4,5,4,1,1,4,6,11,9,11,0,1,0,1,1,0,1,0,0,1,1,0,1,1
167,17,4,4,5,4,1,2,1,1,0,4,2,1,1,1,4,0,13,13,13,1,0,0,1,1,1,1,0,0,0,1,1,1,1
168,15,2,3,1,3,1,2,1,2,0,4,4,4,1,1,1,0,7,8,8,0,1,0,1,0,1,0,1,1,0,1,1,0,1
169,17,1,2,5,5,3,2,1,1,3,2,2,2,3,3,5,14,9,8,10,0,1,1,1,0,0,0,0,0,0,1,1,0,1
170,18,1,1,1,5,1,2,3,1,3,5,2,5,1,5,4,6,11,10,11,1,0,0,1,0,0,1,1,0,0,0,1,0,1
171,16,2,2,1,5,1,2,3,1,0,4,2,2,1,2,3,4,12,10,11,0,1,0,1,0,0,0,0,0,0,0,1,0,1
172,16,3,3,5,3,1,1,1,2,1,4,5,5,4,4,5,0,10,10,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1
173,16,1,2,2,3,1,2,2,1,2,4,4,5,3,5,5,0,9,8,10,0,1,1,1,1,0,0,0,0,1,0,1,0,1
174,17,2,1,1,5,1,2,2,1,1,3,3,2,2,2,5,8,8,8,9,0,1,1,1,0,0,0,1,1,1,1,0,1,1
175,17,3,2,5,5,1,2,2,2,2,4,4,4,1,4,3,4,7,6,8,0,1,0,1,0,1,1,0,0,1,1,1,1,1
176,15,1,2,5,5,1,2,2,1,0,4,4,4,2,4,5,2,8,9,10,0,1,1,1,1,0,0,1,0,0,1,1,0,1
177,16,1,3,1,3,1,1,1,1,1,5,3,3,1,4,2,2,9,8,8,0,1,0,1,1,0,0,0,0,1,1,0,0,1
178,17,1,1,5,3,1,2,4,2,0,5,3,5,1,5,5,0,8,8,8,0,1,1,1,0,0,0,1,0,0,1,0,1,1
179,17,3,2,3,3,1,2,2,1,3,4,5,2,1,1,2,10,8,7,8,0,1,0,1,1,0,1,1,0,0,0,0,0,1
180,16,2,2,5,5,1,1,1,2,0,4,3,5,2,4,4,0,9,10,11,0,1,0,1,1,0,0,0,0,1,1,0,0,1
181,16,4,2,2,3,2,1,1,2,0,4,2,3,1,1,3,0,17,17,18,1,0,0,1,1,0,0,0,0,1,1,1,1,1
182,16,2,2,5,5,2,2,1,2,0,5,1,5,1,1,4,0,12,12,13,1,0,0,1,1,0,1,0,0,1,0,1,0,1
183,16,4,4,2,2,3,2,1,2,0,4,4,2,1,1,3,0,16,16,17,1,0,0,1,1,0,1,0,0,1,1,1,1,1
184,16,3,4,5,5,1,1,3,1,1,3,4,5,2,4,2,4,9,9,10,0,1,0,1,1,0,1,1,0,1,0,1,0,1
185,16,1,0,5,5,3,2,2,2,0,4,3,2,1,1,3,0,16,17,18,0,1,0,1,1,0,1,1,0,1,1,1,1,1
186,17,4,4,4,5,3,2,1,2,0,4,4,4,1,3,5,0,11,9,10,0,1,1,1,1,0,1,1,0,1,1,1,0,1
187,16,1,3,1,3,2,2,1,2,0,4,3,5,1,1,3,0,14,13,13,1,0,0,1,1,0,0,1,0,1,0,1,1,1
188,16,3,3,5,5,3,2,2,2,0,4,4,5,1,1,4,0,14,14,15,1,0,1,1,1,0,1,1,0,1,1,1,0,1
189,17,4,3,4,5,1,2,2,2,0,4,4,4,4,4,4,0,10,11,11,0,1,1,1,1,0,0,1,0,1,1,1,0,1
190,16,2,2,3,5,3,2,2,2,0,3,4,4,1,4,5,0,13,12,14,1,0,0,1,1,0,0,1,0,1,0,1,0,1
191,17,3,3,5,5,3,1,1,2,0,4,3,4,1,4,4,4,11,9,10,0,1,0,1,1,0,0,1,0,1,0,1,0,1
192,16,4,2,4,3,4,2,1,1,0,4,3,3,3,4,3,8,10,9,11,0,1,0,1,0,0,1,1,0,1,1,1,1,1
193,17,4,3,5,5,1,2,1,2,0,5,2,3,1,1,2,4,11,11,13,0,1,0,1,1,0,1,1,1,1,1,1,1,1
194,16,4,3,4,5,2,2,1,2,0,3,4,3,2,3,3,4,11,10,11,0,1,0,1,1,0,1,1,1,1,1,1,0,1
195,16,3,3,3,5,2,2,1,2,0,4,2,3,1,2,3,0,11,12,13,0,1,0,1,1,0,0,1,0,1,1,1,1,1
