,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,sex_F,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP,G1,G2,G3
21,15,4,4,2,2,4,1,1,1,0,5,4,2,1,1,5,0,0,0,1,1,0,1,0,1,1,1,1,0,1,11,12,1
22,16,4,2,4,5,1,2,1,2,0,4,5,1,1,3,5,0,0,1,1,1,0,0,1,0,1,1,1,0,1,12,13,1
23,16,2,2,5,5,3,2,2,2,0,5,4,4,2,4,5,2,0,1,1,1,0,1,1,0,1,1,1,0,1,10,10,1
24,15,2,4,3,2,1,2,1,3,0,4,3,2,1,1,5,2,1,0,1,0,1,1,1,0,1,1,1,0,1,10,11,1
25,16,2,2,3,3,2,2,1,1,0,1,2,2,1,3,5,6,1,0,1,1,0,1,0,0,1,0,1,0,1,10,11,1
26,15,2,2,5,5,2,2,1,1,0,4,2,2,1,2,5,8,0,0,1,1,0,1,0,0,1,1,1,0,1,11,12,1
27,15,4,2,2,3,4,2,1,1,0,2,2,4,2,4,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,11,11,1
28,16,3,4,3,5,2,2,1,2,0,5,3,3,1,1,5,2,0,1,0,1,1,1,1,1,1,1,1,0,1,12,12,1
29,16,4,4,4,4,2,2,1,2,0,4,4,5,5,5,5,4,0,0,1,1,0,1,1,1,1,1,1,1,1,12,11,1
30,15,4,4,2,3,2,2,1,2,0,5,4,2,3,4,5,0,0,0,1,1,0,1,0,1,1,0,1,0,1,10,11,1
31,15,4,4,3,3,3,2,2,2,0,4,3,1,1,1,5,2,0,0,1,1,0,1,1,0,1,1,1,0,1,15,15,1
32,15,4,3,4,1,1,2,1,2,0,4,5,2,1,1,5,0,0,0,1,0,0,1,1,0,1,1,1,1,1,13,14,1
33,15,3,3,5,5,1,2,1,2,0,5,3,2,1,1,2,0,0,1,1,1,0,0,1,0,1,0,1,0,1,13,12,1
34,16,3,2,5,5,2,2,1,1,0,5,4,3,1,1,5,4,0,0,1,1,0,1,0,0,1,0,1,0,1,12,12,1
35,15,2,3,5,5,4,1,2,1,0,3,5,1,1,1,5,4,1,0,1,1,0,1,1,0,0,1,1,0,1,11,11,1
36,15,4,3,4,3,2,2,1,3,0,5,4,3,1,1,4,0,0,1,1,1,0,1,1,0,1,1,1,0,1,14,14,1
37,16,4,4,5,4,3,2,2,3,0,2,4,3,1,1,5,4,0,0,0,0,0,1,1,0,1,1,1,1,1,13,13,1
38,15,3,4,3,2,1,2,1,3,0,4,3,2,1,1,5,2,1,0,1,0,1,1,1,0,1,1,1,0,1,11,12,1
39,15,2,2,1,5,3,2,1,1,0,4,3,1,1,1,2,8,1,0,1,0,1,1,1,0,0,1,1,0,1,14,13,1
40,16,2,2,5,5,2,2,2,2,0,3,3,3,1,2,3,16,1,1,1,1,0,1,1,0,1,0,1,1,1,11,11,1
41,15,4,4,4,5,2,3,1,1,0,5,4,3,2,4,5,8,0,1,1,1,0,1,0,0,1,0,1,1,1,10,11,1
42,15,4,4,3,4,1,1,1,2,0,4,3,3,1,1,5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,14,15,1
43,15,2,2,3,3,1,1,1,1,0,5,4,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,9,10,1
44,16,2,2,5,1,1,1,2,2,1,4,3,3,2,2,5,14,1,1,1,1,1,0,1,0,1,1,1,0,1,10,11,1
45,15,4,3,5,5,1,2,1,2,0,5,2,2,1,1,5,4,1,1,0,1,1,1,1,1,1,1,1,1,1,10,11,1
46,16,3,3,5,3,2,2,1,2,0,2,3,5,1,4,3,6,1,1,0,1,0,1,0,0,1,1,1,0,1,13,12,1
47,16,4,3,2,3,3,2,1,4,0,4,2,2,1,1,2,2,0,0,1,1,0,0,1,0,1,1,1,0,1,17,17,1
48,15,4,2,4,5,2,2,1,2,0,4,3,3,2,2,5,4,0,0,1,1,0,1,0,0,0,1,1,0,1,11,12,1
49,15,4,4,3,4,4,1,1,2,0,4,4,4,1,1,3,2,1,0,1,1,1,1,1,0,1,0,1,0,1,13,12,1
50,16,2,2,3,3,1,2,3,2,0,4,3,3,2,3,4,0,1,1,1,1,0,1,0,0,1,1,1,0,1,14,13,1
51,15,4,2,2,5,4,2,1,2,0,4,3,3,1,1,5,0,1,1,1,1,0,1,0,0,1,1,1,0,1,16,14,1
52,15,4,2,2,2,4,1,2,1,0,5,5,5,3,4,5,4,0,1,0,1,0,0,0,0,0,1,1,0,1,10,9,0
53,15,4,4,3,3,1,2,1,1,0,3,3,4,2,3,5,0,1,0,1,1,1,1,0,0,1,1,1,0,1,13,12,1
54,15,3,3,5,5,4,2,1,1,0,5,3,4,4,4,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,13,12,1
55,16,2,1,5,5,4,2,1,2,0,5,3,4,1,1,2,2,1,0,0,1,0,0,1,0,1,1,1,1,1,12,13,1
56,15,4,3,3,3,3,2,1,2,0,4,3,2,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,15,14,1
57,15,4,4,4,2,3,2,1,2,0,3,2,2,1,1,5,8,0,0,1,1,0,1,1,0,0,1,1,0,1,15,15,1
58,15,1,2,5,1,2,1,1,2,0,4,3,2,1,1,5,0,0,1,1,1,1,1,1,0,1,1,1,0,1,14,13,1
59,16,4,2,3,5,1,2,1,2,0,4,2,3,1,1,5,2,1,0,1,1,0,1,0,1,1,1,1,0,1,16,15,1
60,16,4,4,2,4,4,2,1,2,0,2,4,4,2,3,4,0,1,0,1,0,0,1,1,0,0,1,1,0,1,17,16,1
61,16,1,1,3,3,1,1,4,1,0,5,5,5,5,5,5,0,1,0,1,1,1,1,1,0,1,0,1,1,1,10,10,1
62,16,1,2,5,3,3,1,1,2,0,4,4,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,13,13,1
63,16,4,3,4,2,2,2,1,3,0,3,4,4,2,4,4,0,1,0,1,1,1,1,1,0,1,1,1,0,1,14,13,1
64,15,4,3,3,3,3,1,1,2,0,4,4,4,2,4,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,13,12,1
65,16,4,3,4,3,1,2,3,2,0,5,4,3,1,2,1,2,1,1,1,1,0,1,1,0,1,1,1,0,1,16,15,1
66,15,4,4,5,3,3,2,1,4,0,1,3,3,5,5,3,0,0,0,0,1,0,1,1,0,1,0,1,1,1,11,12,1
67,16,3,1,3,5,1,2,1,4,0,4,3,3,1,2,5,0,1,0,1,1,1,1,0,0,1,1,1,0,1,10,9,1
68,15,2,2,2,3,3,2,2,2,0,4,1,3,1,3,4,0,1,1,1,0,1,1,0,0,1,1,1,0,1,11,10,1
69,15,3,1,5,5,3,1,2,4,0,4,4,2,2,3,3,6,1,1,1,0,0,1,0,0,1,0,1,0,1,15,15,1
70,16,3,1,5,5,3,1,2,4,0,4,3,2,1,1,5,2,0,0,1,1,0,1,0,0,1,1,1,0,1,13,11,1
71,15,4,2,5,5,1,2,1,4,0,3,3,3,1,1,3,0,0,0,1,1,0,0,0,0,1,1,1,0,1,11,9,1
72,15,1,1,5,5,3,2,1,2,0,3,3,4,2,4,5,2,1,0,1,0,1,1,0,0,1,0,1,1,1,13,11,1
73,16,3,1,5,5,3,2,1,1,0,5,3,2,2,2,5,0,0,0,1,1,0,0,1,0,0,1,1,0,1,13,13,1
74,16,3,3,5,3,2,2,1,2,0,4,3,3,2,4,5,4,1,0,1,1,1,1,1,0,1,1,1,0,1,11,11,1
75,15,4,3,4,5,2,2,1,2,0,4,3,3,2,3,5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,11,11,1
76,15,4,0,4,5,1,2,2,4,0,3,4,3,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,12,11,1
77,16,2,2,5,5,3,2,1,4,0,5,2,3,1,3,3,1,1,0,1,1,0,0,0,0,1,1,1,1,1,13,13,1
78,17,2,1,5,5,2,2,2,1,3,4,5,1,1,1,3,0,0,0,1,1,1,1,1,0,1,1,0,0,1,9,9,1
79,16,3,4,1,5,1,2,1,2,0,2,4,3,1,2,3,14,1,0,1,1,0,1,0,0,1,1,1,0,1,12,11,1
80,15,2,3,5,3,1,1,1,1,0,3,2,2,1,3,3,0,0,0,1,1,1,1,1,0,1,0,1,1,1,11,11,1
81,15,2,3,5,5,2,2,1,3,0,5,3,2,1,2,5,2,0,0,1,1,1,0,0,0,1,0,1,0,1,10,9,0
82,15,3,2,3,5,3,2,1,2,0,4,4,4,1,1,5,4,1,1,1,1,0,1,0,0,1,1,1,0,1,12,11,1
83,15,2,2,3,3,2,2,2,2,0,5,3,3,1,3,4,2,0,1,1,1,0,0,1,1,1,1,1,0,1,13,12,1
84,15,1,1,5,5,2,1,1,2,0,4,3,2,2,3,4,2,1,0,1,1,0,1,1,0,1,0,1,0,1,13,12,1
85,15,4,4,3,3,3,1,2,2,0,4,4,4,2,3,5,4,1,0,1,1,0,0,0,0,1,1,1,1,1,12,11,1
86,16,2,2,1,5,1,2,1,2,0,4,3,4,1,2,2,6,1,1,1,1,0,1,0,0,0,1,1,0,1,13,11,1
87,15,4,2,5,5,3,2,1,3,0,5,3,3,1,3,1,4,1,0,1,1,0,1,1,0,1,1,1,0,1,15,15,1
88,16,2,2,3,5,3,1,2,2,0,4,4,2,1,1,3,6,0,0,1,1,0,0,1,0,1,0,1,0,1,12,10,1
89,16,4,4,4,2,3,2,1,2,0,4,1,3,3,5,5,6,0,1,0,1,0,1,0,0,0,1,1,0,1,9,9,1
90,16,3,3,5,5,2,2,1,3,0,4,3,3,1,3,4,2,1,0,1,1,0,1,0,0,1,1,1,1,1,9,11,1
91,15,4,3,3,5,3,2,1,1,0,4,5,5,1,3,1,6,1,0,1,1,0,0,1,0,1,1,1,0,1,14,13,1
92,16,3,1,5,5,2,1,1,2,0,3,3,3,2,3,2,0,1,1,1,1,1,1,0,0,0,1,1,0,1,12,13,1
93,16,4,2,4,3,2,2,2,2,0,5,3,3,1,1,1,2,1,0,1,1,0,1,1,0,1,1,1,0,1,13,14,1
94,15,2,2,3,2,3,2,1,4,0,4,3,4,1,1,4,2,0,1,1,1,0,1,1,0,1,1,1,0,1,11,12,1
95,15,1,1,1,5,2,2,2,4,0,3,1,2,1,1,1,4,1,0,1,0,1,1,1,1,1,1,1,0,1,13,13,1
96,16,4,3,3,5,3,2,2,1,0,3,3,3,1,1,4,6,0,0,1,0,1,1,1,1,1,0,1,0,1,9,11,1
97,16,2,1,5,5,1,2,1,2,0,4,3,5,1,1,5,0,1,0,1,1,0,1,0,0,0,1,1,1,1,13,12,1
98,16,4,4,5,5,3,2,1,1,0,5,3,4,1,2,1,4,1,0,1,1,0,0,1,0,1,0,1,0,1,12,13,1
99,16,4,3,5,1,1,2,1,3,0,5,3,5,1,1,3,2,1,0,1,1,1,1,0,0,1,1,1,0,1,12,13,1
100,16,4,4,3,3,4,2,1,1,0,4,5,5,5,5,4,12,0,0,1,1,1,1,1,0,1,1,1,0,1,9,9,0
101,16,4,4,3,4,4,1,1,3,0,4,4,3,1,1,4,0,0,0,1,1,0,1,1,0,1,1,1,1,1,16,16,1
102,15,4,4,3,5,1,2,1,1,0,5,3,3,1,1,5,2,0,0,1,1,0,1,1,1,1,0,1,0,1,12,13,1
103,15,3,2,3,5,2,2,2,2,0,4,3,5,1,1,2,16,1,0,1,1,1,1,0,0,1,1,1,0,1,11,10,1
104,15,3,4,3,5,1,2,1,2,0,5,4,4,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,16,16,1
105,15,3,3,5,2,3,1,1,4,0,4,3,3,1,1,4,10,1,0,0,1,1,0,0,0,0,1,1,0,1,10,10,1
106,15,2,2,5,5,1,2,1,4,0,5,1,2,1,1,3,4,1,0,1,1,1,1,0,0,1,1,1,0,1,10,10,1
107,16,3,3,3,5,2,1,1,3,0,5,3,3,1,1,5,4,0,0,1,1,0,1,1,0,1,1,1,0,1,13,14,1
108,15,4,4,5,5,2,1,4,4,0,1,3,5,3,5,1,8,0,0,1,0,0,1,1,0,1,1,1,1,1,12,10,1
109,16,4,4,2,2,4,2,1,3,0,5,4,5,1,1,4,2,1,1,1,1,0,1,1,0,1,1,1,1,1,15,15,1
110,15,4,4,4,4,1,2,1,1,0,5,5,3,1,1,4,4,0,1,0,1,0,0,1,0,1,1,1,0,1,13,14,1
111,16,3,3,3,5,3,1,1,3,0,4,1,2,1,1,2,4,1,0,1,0,1,1,1,0,1,1,1,0,1,11,11,1
112,16,2,2,1,5,2,2,1,2,1,3,1,2,1,1,5,12,1,0,1,1,1,0,1,0,1,1,1,0,1,8,10,1
113,15,4,2,4,5,1,2,1,1,0,3,5,2,1,1,3,10,0,1,1,1,0,0,0,0,1,1,1,0,1,18,17,1
114,15,2,1,2,3,3,2,1,2,0,5,4,2,1,1,5,4,0,0,1,0,0,0,1,0,1,1,1,1,1,10,9,1
115,16,4,4,4,4,1,1,1,2,0,5,4,4,1,2,5,6,0,0,1,1,0,1,1,0,1,1,1,0,1,16,14,1
116,15,4,4,5,4,3,1,2,2,0,4,4,3,1,1,2,4,0,0,1,1,0,1,1,0,0,1,1,0,1,16,15,1
117,16,3,3,5,3,2,1,2,1,0,5,4,2,1,1,5,6,0,0,1,1,0,0,1,0,1,1,1,0,1,14,14,1
118,17,1,3,5,5,1,1,3,2,1,5,2,4,1,4,5,14,0,0,1,0,0,1,1,0,1,1,1,0,1,12,11,1
119,15,3,4,5,5,3,1,1,1,0,3,4,3,1,2,4,2,0,0,1,1,0,0,0,0,1,1,1,0,1,14,13,1
120,15,1,2,1,3,1,2,1,2,0,3,2,3,1,2,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,14,14,1
121,15,2,2,3,3,2,1,1,4,0,5,5,4,1,2,5,6,0,0,1,1,0,1,1,0,1,1,1,0,1,14,13,1
122,16,2,4,5,2,1,1,2,2,0,4,2,2,1,2,5,2,1,1,1,1,0,1,1,0,1,1,1,1,1,14,12,1
123,16,4,4,2,5,1,2,1,1,0,3,4,4,1,4,5,4,0,0,1,1,0,1,1,0,1,1,1,0,1,12,13,1
124,16,2,2,5,5,2,2,1,2,0,5,4,4,1,1,5,0,1,0,1,1,0,0,0,0,1,1,1,1,1,12,11,1
125,15,3,4,3,3,2,1,1,1,0,5,5,5,3,2,5,2,0,0,1,1,1,0,0,0,1,1,1,0,1,9,9,0
126,15,3,4,5,5,2,2,1,2,0,5,3,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,10,11,1
127,19,0,1,1,5,1,3,1,2,2,3,4,2,1,1,5,0,1,0,1,1,0,1,0,0,0,0,0,0,1,9,10,1
128,16,4,4,4,4,1,2,1,1,0,3,5,5,2,5,4,8,0,0,1,0,0,0,1,0,1,1,1,0,1,14,14,1
129,16,2,3,5,5,1,2,2,3,0,3,2,3,2,2,1,4,0,0,1,1,0,1,0,0,1,0,1,1,1,13,12,1
130,15,3,4,3,4,1,1,2,3,0,4,2,2,2,2,5,0,1,0,1,0,0,1,0,0,1,1,1,1,1,10,11,1
131,18,2,1,3,5,3,2,1,2,3,5,4,5,1,3,5,10,1,0,1,1,0,1,1,0,1,1,0,1,1,10,9,0
132,17,2,1,5,5,1,2,3,1,0,3,2,2,1,2,5,8,1,1,0,1,0,1,0,0,1,1,1,0,1,11,10,1
133,15,1,1,1,5,1,2,3,1,0,4,3,3,1,2,4,6,1,0,1,1,0,1,1,0,1,0,1,1,1,11,12,1
134,17,2,2,5,5,1,1,1,1,0,3,4,4,1,3,5,2,1,1,1,1,0,1,0,0,1,1,1,1,1,13,12,1
135,16,3,4,3,5,1,1,1,1,0,3,2,1,1,4,5,12,1,0,0,1,0,0,0,0,1,1,1,0,1,15,13,1
136,16,2,1,1,5,1,2,4,1,0,3,2,1,1,1,2,4,0,0,1,1,0,0,0,0,0,1,1,0,1,9,9,1
137,16,2,2,5,5,2,2,1,1,1,5,3,4,1,1,5,12,1,0,0,1,0,0,0,0,0,1,1,0,1,13,11,1
138,15,3,4,1,4,1,2,4,2,0,5,3,3,1,1,5,2,0,0,1,0,0,1,0,0,0,1,1,1,1,12,11,1
139,15,4,4,3,1,1,2,1,3,0,4,3,3,1,1,5,4,1,0,1,1,0,1,1,0,1,1,1,1,1,13,14,1
140,17,3,4,1,5,1,2,3,2,0,5,4,5,2,4,5,2,0,0,1,0,0,0,0,0,0,1,1,0,1,10,9,1
141,16,1,1,1,5,1,2,4,2,0,5,1,3,1,1,3,0,1,0,1,0,0,1,0,0,0,1,1,0,1,14,13,1
142,18,3,1,3,3,1,2,2,1,0,3,3,4,4,5,4,2,0,1,1,1,0,0,1,0,1,1,1,1,1,11,11,1
143,18,3,2,5,3,1,3,1,3,0,4,3,3,5,1,5,10,1,0,0,1,0,1,1,0,1,0,1,1,1,12,11,1
144,16,1,1,5,3,3,2,2,1,0,3,3,3,1,2,1,8,1,0,1,0,0,1,1,0,0,1,1,1,1,12,11,1
145,16,3,3,5,5,1,3,2,1,0,4,3,2,1,1,5,4,1,0,0,1,0,1,1,0,1,0,1,1,1,9,9,1
146,16,1,1,3,5,1,2,1,2,2,4,4,4,1,3,5,0,0,1,1,1,0,0,0,0,0,1,1,1,1,10,10,1
147,15,4,4,4,4,1,2,2,1,0,4,3,2,1,1,5,6,1,0,1,1,0,0,1,0,1,1,1,0,1,13,14,1
148,15,1,1,5,5,1,2,3,1,1,5,5,5,1,1,1,2,1,0,1,0,0,0,1,0,1,1,1,1,1,8,9,0
149,15,4,3,4,3,1,1,2,4,0,2,2,2,1,1,3,6,0,0,1,1,1,1,0,0,1,1,1,0,1,9,11,1
150,15,3,3,3,3,2,2,1,2,0,1,3,2,2,3,1,24,1,0,0,1,0,0,0,0,0,0,1,1,1,9,8,0
151,16,4,4,3,3,1,2,1,3,0,5,3,3,1,3,5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,15,13,1
152,16,2,2,3,3,3,1,2,1,0,2,3,3,2,2,2,4,0,1,1,1,0,1,1,0,1,1,1,0,1,12,11,1
153,15,4,4,4,3,1,2,1,3,0,4,2,2,1,1,5,2,1,0,1,1,0,1,1,0,1,1,1,0,1,13,13,1
154,16,1,1,1,1,1,2,1,1,0,3,4,4,3,3,1,4,1,1,1,1,0,0,0,0,1,1,1,0,1,10,11,1
155,17,2,1,5,5,2,2,1,1,0,5,4,5,1,2,5,22,0,0,1,1,0,1,0,0,1,1,1,0,1,9,7,0
156,15,1,1,5,3,1,1,1,2,0,4,4,2,1,2,5,0,1,0,1,1,0,1,0,0,1,1,1,0,1,12,12,1
157,15,2,1,1,5,2,2,2,1,0,4,4,2,1,1,5,0,1,1,0,1,0,1,1,0,1,1,0,1,1,11,10,1
158,15,3,2,2,3,2,1,1,2,1,3,3,2,1,1,3,2,1,0,1,1,0,1,0,0,1,1,1,0,1,11,11,1
159,15,1,2,1,5,1,2,1,2,0,4,3,2,1,1,5,6,1,0,1,1,0,1,0,0,1,0,1,0,1,13,12,1
160,15,1,2,1,3,1,1,1,2,0,2,3,4,2,4,1,6,1,0,1,1,0,0,0,0,0,0,1,1,1,11,11,1
161,16,4,4,4,4,1,2,1,1,0,3,3,2,2,1,5,16,0,0,1,1,0,1,0,0,1,1,0,1,1,9,9,0
162,15,2,1,3,5,1,2,4,1,0,4,5,5,2,5,5,0,0,1,0,1,0,0,0,0,1,1,1,0,1,12,11,1
163,16,2,1,1,5,1,2,1,1,1,4,4,4,3,5,5,6,0,1,1,1,0,0,1,0,0,1,1,1,1,9,10,1
164,15,3,3,3,3,3,3,2,3,0,4,2,1,2,3,3,2,1,0,1,0,0,1,1,1,1,1,1,1,1,13,13,1
165,19,3,2,3,1,2,2,1,1,0,4,5,4,1,1,4,6,0,0,1,1,0,1,0,0,1,1,0,1,1,11,9,1
166,17,4,4,5,4,1,2,1,1,0,4,2,1,1,1,4,0,1,0,1,1,1,1,0,0,0,1,1,1,1,13,13,1
167,15,2,3,1,3,1,2,1,2,0,4,4,4,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,7,8,0
168,17,1,2,5,5,3,2,1,1,3,2,2,2,3,3,5,14,0,1,1,0,0,0,0,0,0,1,1,0,1,9,8,1
169,18,1,1,1,5,1,2,3,1,3,5,2,5,1,5,4,6,1,0,1,0,0,1,1,0,0,0,1,0,1,11,10,1
170,16,2,2,1,5,1,2,3,1,0,4,2,2,1,2,3,4,0,0,1,0,0,0,0,0,0,0,1,0,1,12,10,1
171,16,3,3,5,3,1,1,1,2,1,4,5,5,4,4,5,0,0,0,1,1,0,1,0,0,1,1,1,1,1,10,10,0
172,16,1,2,2,3,1,2,2,1,2,4,4,5,3,5,5,0,0,1,1,1,0,0,0,0,1,0,1,0,1,9,8,1
173,17,2,1,1,5,1,2,2,1,1,3,3,2,2,2,5,8,0,1,1,0,0,0,1,1,1,1,0,1,1,8,8,0
174,17,3,2,5,5,1,2,2,2,2,4,4,4,1,4,3,4,0,0,1,0,1,1,0,0,1,1,1,1,1,7,6,0
175,15,1,2,5,5,1,2,2,1,0,4,4,4,2,4,5,2,0,1,1,1,0,0,1,0,0,1,1,0,1,8,9,1
176,16,1,3,1,3,1,1,1,1,1,5,3,3,1,4,2,2,0,0,1,1,0,0,0,0,1,1,0,0,1,9,8,0
177,17,1,1,5,3,1,2,4,2,0,5,3,5,1,5,5,0,0,1,1,0,0,0,1,0,0,1,0,1,1,8,8,0
178,17,3,2,3,3,1,2,2,1,3,4,5,2,1,1,2,10,0,0,1,1,0,1,1,0,0,0,0,0,1,8,7,0
179,16,2,2,5,5,1,1,1,2,0,4,3,5,2,4,4,0,0,0,1,1,0,0,0,0,1,1,0,0,1,9,10,1
180,16,4,2,2,3,2,1,1,2,0,4,2,3,1,1,3,0,1,0,1,1,0,0,0,0,1,1,1,1,1,17,17,1
181,16,2,2,5,5,2,2,1,2,0,5,1,5,1,1,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,12,12,1
182,16,4,4,2,2,3,2,1,2,0,4,4,2,1,1,3,0,1,0,1,1,0,1,0,0,1,1,1,1,1,16,16,1
183,16,3,4,5,5,1,1,3,1,1,3,4,5,2,4,2,4,0,0,1,1,0,1,1,0,1,0,1,0,1,9,9,1
184,16,1,0,5,5,3,2,2,2,0,4,3,2,1,1,3,0,0,0,1,1,0,1,1,0,1,1,1,1,1,16,17,1
185,17,4,4,4,5,3,2,1,2,0,4,4,4,1,3,5,0,0,1,1,1,0,1,1,0,1,1,1,0,1,11,9,1
186,16,1,3,1,3,2,2,1,2,0,4,3,5,1,1,3,0,1,0,1,1,0,0,1,0,1,0,1,1,1,14,13,1
187,16,3,3,5,5,3,2,2,2,0,4,4,5,1,1,4,0,1,1,1,1,0,1,1,0,1,1,1,0,1,14,14,1
188,17,4,3,4,5,1,2,2,2,0,4,4,4,4,4,4,0,0,1,1,1,0,0,1,0,1,1,1,0,1,10,11,1
189,16,2,2,3,5,3,2,2,2,0,3,4,4,1,4,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,13,12,1
190,17,3,3,5,5,3,1,1,2,0,4,3,4,1,4,4,4,0,0,1,1,0,0,1,0,1,0,1,0,1,11,9,1
191,16,4,2,4,3,4,2,1,1,0,4,3,3,3,4,3,8,0,0,1,0,0,1,1,0,1,1,1,1,1,10,9,1
192,17,4,3,5,5,1,2,1,2,0,5,2,3,1,1,2,4,0,0,1,1,0,1,1,1,1,1,1,1,1,11,11,1
193,16,4,3,4,5,2,2,1,2,0,3,4,3,2,3,3,4,0,0,1,1,0,1,1,1,1,1,1,0,1,11,10,1
194,16,3,3,3,5,2,2,1,2,0,4,2,3,1,2,3,0,0,0,1,1,0,0,1,0,1,1,1,1,1,11,12,1
195,17,2,4,3,3,3,1,1,2,0,5,4,2,2,3,5,0,1,0,1,1,0,1,1,0,0,1,1,0,1,17,18,1
196,17,3,3,5,5,3,2,1,2,0,5,3,3,2,3,1,32,1,1,1,1,0,1,1,0,1,1,1,1,1,14,13,1
197,16,3,2,5,5,3,2,1,2,0,1,2,2,1,2,1,8,1,0,1,1,0,1,0,0,1,1,1,0,1,14,15,1
198,17,3,3,3,3,4,2,1,2,0,4,3,4,2,3,4,6,0,0,1,1,0,1,1,0,1,1,1,1,1,11,13,1
199,16,1,2,3,3,4,2,1,1,0,3,3,3,1,2,3,0,0,0,1,1,0,1,1,0,1,1,1,1,1,10,9,1
200,16,2,1,5,5,1,2,1,2,0,4,2,3,1,2,5,0,0,1,1,1,0,0,1,0,1,1,1,1,1,13,14,1
