,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,sex_F,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP,G1,G2,G3
148,15,1,1,5,5,1,2,3,1,1,5,5,5,1,1,1,2,1,0,1,0,0,0,1,0,1,1,1,1,1,8,9,fail
149,15,4,3,4,3,1,1,2,4,0,2,2,2,1,1,3,6,0,0,1,1,1,1,0,0,1,1,1,0,1,9,11,pass
150,15,3,3,3,3,2,2,1,2,0,1,3,2,2,3,1,24,1,0,0,1,0,0,0,0,0,0,1,1,1,9,8,fail
151,16,4,4,3,3,1,2,1,3,0,5,3,3,1,3,5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,15,13,pass
152,16,2,2,3,3,3,1,2,1,0,2,3,3,2,2,2,4,0,1,1,1,0,1,1,0,1,1,1,0,1,12,11,pass
153,15,4,4,4,3,1,2,1,3,0,4,2,2,1,1,5,2,1,0,1,1,0,1,1,0,1,1,1,0,1,13,13,pass
154,16,1,1,1,1,1,2,1,1,0,3,4,4,3,3,1,4,1,1,1,1,0,0,0,0,1,1,1,0,1,10,11,pass
155,17,2,1,5,5,2,2,1,1,0,5,4,5,1,2,5,22,0,0,1,1,0,1,0,0,1,1,1,0,1,9,7,fail
156,15,1,1,5,3,1,1,1,2,0,4,4,2,1,2,5,0,1,0,1,1,0,1,0,0,1,1,1,0,1,12,12,pass
157,15,2,1,1,5,2,2,2,1,0,4,4,2,1,1,5,0,1,1,0,1,0,1,1,0,1,1,0,1,1,11,10,pass
158,15,3,2,2,3,2,1,1,2,1,3,3,2,1,1,3,2,1,0,1,1,0,1,0,0,1,1,1,0,1,11,11,pass
159,15,1,2,1,5,1,2,1,2,0,4,3,2,1,1,5,6,1,0,1,1,0,1,0,0,1,0,1,0,1,13,12,pass
160,15,1,2,1,3,1,1,1,2,0,2,3,4,2,4,1,6,1,0,1,1,0,0,0,0,0,0,1,1,1,11,11,pass
161,16,4,4,4,4,1,2,1,1,0,3,3,2,2,1,5,16,0,0,1,1,0,1,0,0,1,1,0,1,1,9,9,fail
162,15,2,1,3,5,1,2,4,1,0,4,5,5,2,5,5,0,0,1,0,1,0,0,0,0,1,1,1,0,1,12,11,pass
163,16,2,1,1,5,1,2,1,1,1,4,4,4,3,5,5,6,0,1,1,1,0,0,1,0,0,1,1,1,1,9,10,pass
164,15,3,3,3,3,3,3,2,3,0,4,2,1,2,3,3,2,1,0,1,0,0,1,1,1,1,1,1,1,1,13,13,pass
165,19,3,2,3,1,2,2,1,1,0,4,5,4,1,1,4,6,0,0,1,1,0,1,0,0,1,1,0,1,1,11,9,pass
166,17,4,4,5,4,1,2,1,1,0,4,2,1,1,1,4,0,1,0,1,1,1,1,0,0,0,1,1,1,1,13,13,pass
167,15,2,3,1,3,1,2,1,2,0,4,4,4,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,7,8,fail
168,17,1,2,5,5,3,2,1,1,3,2,2,2,3,3,5,14,0,1,1,0,0,0,0,0,0,1,1,0,1,9,8,pass
169,18,1,1,1,5,1,2,3,1,3,5,2,5,1,5,4,6,1,0,1,0,0,1,1,0,0,0,1,0,1,11,10,pass
170,16,2,2,1,5,1,2,3,1,0,4,2,2,1,2,3,4,0,0,1,0,0,0,0,0,0,0,1,0,1,12,10,pass
171,16,3,3,5,3,1,1,1,2,1,4,5,5,4,4,5,0,0,0,1,1,0,1,0,0,1,1,1,1,1,10,10,fail
172,16,1,2,2,3,1,2,2,1,2,4,4,5,3,5,5,0,0,1,1,1,0,0,0,0,1,0,1,0,1,9,8,pass
173,17,2,1,1,5,1,2,2,1,1,3,3,2,2,2,5,8,0,1,1,0,0,0,1,1,1,1,0,1,1,8,8,fail
174,17,3,2,5,5,1,2,2,2,2,4,4,4,1,4,3,4,0,0,1,0,1,1,0,0,1,1,1,1,1,7,6,fail
175,15,1,2,5,5,1,2,2,1,0,4,4,4,2,4,5,2,0,1,1,1,0,0,1,0,0,1,1,0,1,8,9,pass
176,16,1,3,1,3,1,1,1,1,1,5,3,3,1,4,2,2,0,0,1,1,0,0,0,0,1,1,0,0,1,9,8,fail
177,17,1,1,5,3,1,2,4,2,0,5,3,5,1,5,5,0,0,1,1,0,0,0,1,0,0,1,0,1,1,8,8,fail
178,17,3,2,3,3,1,2,2,1,3,4,5,2,1,1,2,10,0,0,1,1,0,1,1,0,0,0,0,0,1,8,7,fail
179,16,2,2,5,5,1,1,1,2,0,4,3,5,2,4,4,0,0,0,1,1,0,0,0,0,1,1,0,0,1,9,10,pass
180,16,4,2,2,3,2,1,1,2,0,4,2,3,1,1,3,0,1,0,1,1,0,0,0,0,1,1,1,1,1,17,17,pass
181,16,2,2,5,5,2,2,1,2,0,5,1,5,1,1,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,12,12,pass
182,16,4,4,2,2,3,2,1,2,0,4,4,2,1,1,3,0,1,0,1,1,0,1,0,0,1,1,1,1,1,16,16,pass
183,16,3,4,5,5,1,1,3,1,1,3,4,5,2,4,2,4,0,0,1,1,0,1,1,0,1,0,1,0,1,9,9,pass
184,16,1,0,5,5,3,2,2,2,0,4,3,2,1,1,3,0,0,0,1,1,0,1,1,0,1,1,1,1,1,16,17,pass
185,17,4,4,4,5,3,2,1,2,0,4,4,4,1,3,5,0,0,1,1,1,0,1,1,0,1,1,1,0,1,11,9,pass
186,16,1,3,1,3,2,2,1,2,0,4,3,5,1,1,3,0,1,0,1,1,0,0,1,0,1,0,1,1,1,14,13,pass
187,16,3,3,5,5,3,2,2,2,0,4,4,5,1,1,4,0,1,1,1,1,0,1,1,0,1,1,1,0,1,14,14,pass
188,17,4,3,4,5,1,2,2,2,0,4,4,4,4,4,4,0,0,1,1,1,0,0,1,0,1,1,1,0,1,10,11,pass
189,16,2,2,3,5,3,2,2,2,0,3,4,4,1,4,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,13,12,pass
190,17,3,3,5,5,3,1,1,2,0,4,3,4,1,4,4,4,0,0,1,1,0,0,1,0,1,0,1,0,1,11,9,pass
191,16,4,2,4,3,4,2,1,1,0,4,3,3,3,4,3,8,0,0,1,0,0,1,1,0,1,1,1,1,1,10,9,pass
192,17,4,3,5,5,1,2,1,2,0,5,2,3,1,1,2,4,0,0,1,1,0,1,1,1,1,1,1,1,1,11,11,pass
193,16,4,3,4,5,2,2,1,2,0,3,4,3,2,3,3,4,0,0,1,1,0,1,1,1,1,1,1,0,1,11,10,pass
194,16,3,3,3,5,2,2,1,2,0,4,2,3,1,2,3,0,0,0,1,1,0,0,1,0,1,1,1,1,1,11,12,pass
195,17,2,4,3,3,3,1,1,2,0,5,4,2,2,3,5,0,1,0,1,1,0,1,1,0,0,1,1,0,1,17,18,pass
196,17,3,3,5,5,3,2,1,2,0,5,3,3,2,3,1,32,1,1,1,1,0,1,1,0,1,1,1,1,1,14,13,pass
197,16,3,2,5,5,3,2,1,2,0,1,2,2,1,2,1,8,1,0,1,1,0,1,0,0,1,1,1,0,1,14,15,pass
