age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,sex_F,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP,G1,G2,G3_,G3
16,3,4,3,5,2,2,1,2,0,5,3,3,1,1,5,4,0,1,0,1,1,1,1,0,1,1,1,0,1,11,11,1,PASS
16,4,4,4,4,2,2,1,2,0,4,4,5,5,5,5,16,0,0,1,1,0,1,1,1,1,1,1,1,1,10,12,1,PASS
15,4,4,2,3,2,2,1,2,0,5,4,2,3,4,5,0,0,0,1,1,0,1,0,1,1,0,1,0,1,9,11,1,PASS
15,4,4,3,3,3,2,2,2,0,4,3,1,1,1,5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,17,16,1,PASS
15,4,3,4,1,1,2,1,2,0,4,5,2,1,1,5,0,0,0,1,0,0,1,1,0,1,1,1,1,1,17,16,1,PASS
15,3,3,5,5,1,2,1,2,0,5,3,2,1,1,2,0,0,1,1,1,0,0,1,0,1,0,1,0,1,8,10,1,PASS
16,3,2,5,5,2,2,1,1,0,5,4,3,1,1,5,0,0,0,1,1,0,1,0,1,1,0,1,0,1,12,14,1,PASS
15,2,3,5,5,4,1,2,1,0,3,5,1,1,1,5,0,1,0,1,1,0,1,1,0,0,1,1,0,1,8,7,0,FAIL
15,4,3,4,3,2,2,1,3,0,5,4,3,1,1,4,2,0,1,1,1,0,1,1,0,1,1,1,0,1,15,16,1,PASS
16,4,4,5,4,3,2,2,3,0,2,4,3,1,1,5,7,0,0,0,0,0,1,1,0,1,1,1,1,1,15,16,1,PASS
15,3,4,3,2,1,2,1,3,0,4,3,2,1,1,5,2,1,0,1,0,1,1,1,1,1,1,1,0,1,12,12,1,PASS
15,2,2,1,5,3,2,1,1,0,4,3,1,1,1,2,8,1,0,1,0,1,1,1,1,0,1,1,0,1,14,13,1,PASS
16,2,2,5,5,2,2,2,2,1,3,3,3,1,2,3,25,1,1,1,1,0,1,1,0,1,0,1,1,1,7,10,1,PASS
15,4,4,4,5,2,3,1,1,0,5,4,3,2,4,5,8,0,1,1,1,0,1,0,0,1,0,1,1,1,12,12,1,PASS
15,4,4,3,4,1,1,1,2,0,4,3,3,1,1,5,2,0,0,1,1,0,1,1,0,1,1,1,0,1,19,18,1,PASS
15,2,2,3,3,1,1,1,1,0,5,4,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,8,8,1,PASS
16,2,2,5,1,1,1,2,2,1,4,3,3,2,2,5,14,1,1,1,1,1,0,1,0,1,1,1,0,1,10,10,0,FAIL
15,4,3,5,5,1,2,1,2,0,5,2,2,1,1,5,8,1,1,0,1,1,1,1,1,1,1,1,1,1,8,8,0,FAIL
16,3,3,5,3,2,2,1,2,0,2,3,5,1,4,3,12,1,1,0,1,0,1,0,0,1,1,1,0,1,11,12,1,PASS
16,4,3,2,3,3,2,1,4,0,4,2,2,1,1,2,4,0,0,1,1,0,0,1,0,1,1,1,0,1,19,19,1,PASS
15,4,2,4,5,2,2,1,2,0,4,3,3,2,2,5,2,0,0,1,1,0,1,0,1,0,1,1,0,1,15,15,1,PASS
15,4,4,3,4,4,1,1,2,1,4,4,4,1,1,3,2,1,0,1,1,1,1,1,0,1,0,1,0,1,7,7,0,FAIL
16,2,2,3,3,1,2,3,2,0,4,3,3,2,3,4,2,1,1,1,1,0,1,0,1,1,1,1,0,1,12,13,1,PASS
15,4,2,2,5,4,2,1,2,0,4,3,3,1,1,5,2,1,1,1,1,0,1,0,1,1,1,1,0,1,11,13,1,PASS
15,4,2,2,2,4,1,2,1,1,5,5,5,3,4,5,6,0,1,0,1,0,0,0,0,0,1,1,0,1,11,11,1,PASS
15,4,4,3,3,1,2,1,1,0,3,3,4,2,3,5,0,1,0,1,1,1,1,0,1,1,1,1,0,1,8,10,1,PASS
15,3,3,5,5,4,2,1,1,0,5,3,4,4,4,1,6,1,1,0,1,0,0,0,1,1,1,1,0,1,10,13,1,PASS
16,2,1,5,5,4,2,1,2,0,5,3,4,1,1,2,8,1,0,0,1,0,0,1,1,1,1,1,1,1,8,9,1,PASS
15,4,3,3,3,3,2,1,2,0,4,3,2,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,14,15,1,PASS
15,4,4,4,2,3,2,1,2,0,3,2,2,1,1,5,4,0,0,1,1,0,1,1,0,0,1,1,0,1,14,15,1,PASS
15,1,2,5,1,2,1,1,2,0,4,3,2,1,1,5,2,0,1,1,1,1,1,1,0,1,1,1,0,1,9,10,0,FAIL
16,4,2,3,5,1,2,1,2,0,4,2,3,1,1,5,2,1,0,1,1,0,1,0,0,1,1,1,0,1,15,16,1,PASS
16,4,4,2,4,4,2,1,2,0,2,4,4,2,3,4,6,1,0,1,0,0,1,1,0,0,1,1,0,1,10,11,1,PASS
16,1,1,3,3,1,1,4,1,0,5,5,5,5,5,5,6,1,0,1,1,1,1,1,0,1,0,1,1,1,10,8,1,PASS
16,1,2,5,3,3,1,1,2,0,4,4,3,1,1,1,4,1,1,1,1,1,0,1,0,1,1,1,0,1,8,10,0,FAIL
16,4,3,4,2,2,2,1,3,0,3,4,4,2,4,4,2,1,0,1,1,1,1,1,1,1,1,1,0,1,10,9,0,FAIL
15,4,3,3,3,3,1,1,2,0,4,4,4,2,4,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,10,10,1,PASS
16,4,3,4,3,1,2,3,2,0,5,4,3,1,2,1,2,1,1,1,1,0,1,1,0,1,1,1,0,1,16,15,1,PASS
15,4,4,5,3,3,2,1,4,0,1,3,3,5,5,3,4,0,0,0,1,0,1,1,0,1,0,1,1,1,13,13,1,PASS
16,3,1,3,5,1,2,1,4,0,4,3,3,1,2,5,4,1,0,1,1,1,1,0,1,1,1,1,0,1,7,7,0,FAIL
15,2,2,2,3,3,2,2,2,0,4,1,3,1,3,4,2,1,1,1,0,1,1,0,1,1,1,1,0,1,8,9,0,FAIL
15,3,1,5,5,3,1,2,4,0,4,4,2,2,3,3,12,1,1,1,0,0,1,0,0,1,0,1,0,1,16,16,1,PASS
16,3,1,5,5,3,1,2,4,0,4,3,2,1,1,5,0,0,0,1,1,0,1,0,1,1,1,1,0,1,13,15,1,PASS
15,4,2,5,5,1,2,1,4,0,3,3,3,1,1,3,0,0,0,1,1,0,0,0,0,1,1,1,0,1,10,10,1,PASS
15,1,1,5,5,3,2,1,2,2,3,3,4,2,4,5,2,1,0,1,0,1,1,0,0,1,0,1,1,1,8,6,0,FAIL
16,3,1,5,5,3,2,1,1,0,5,3,2,2,2,5,2,0,0,1,1,0,0,1,0,0,1,1,0,1,12,12,1,PASS
16,3,3,5,3,2,2,1,2,0,4,3,3,2,4,5,54,1,0,1,1,1,1,1,1,1,1,1,0,1,11,12,1,PASS
15,4,3,4,5,2,2,1,2,0,4,3,3,2,3,5,6,0,0,1,1,0,1,1,1,1,1,1,0,1,9,9,1,PASS
15,4,0,4,5,1,2,2,4,0,3,4,3,1,1,1,8,0,0,1,1,0,0,1,0,1,1,1,0,1,11,11,1,PASS
16,2,2,5,5,3,2,1,4,0,5,2,3,1,3,3,0,1,0,1,1,0,0,0,1,1,1,1,1,1,11,11,1,PASS
17,2,1,5,5,2,2,2,1,3,4,5,1,1,1,3,2,0,0,1,1,1,1,1,0,1,1,0,0,1,8,8,1,PASS
16,3,4,1,5,1,2,1,2,0,2,4,3,1,2,3,12,1,0,1,1,0,1,0,0,1,1,1,0,1,5,5,0,FAIL
15,2,3,5,3,1,1,1,1,0,3,2,2,1,3,3,2,0,0,1,1,1,1,1,1,1,0,1,1,1,10,12,1,PASS
15,2,3,5,5,2,2,1,3,0,5,3,2,1,2,5,4,0,0,1,1,1,0,0,1,1,0,1,0,1,11,10,1,PASS
15,3,2,3,5,3,2,1,2,0,4,4,4,1,1,5,10,1,1,1,1,0,1,0,1,1,1,1,0,1,7,6,0,FAIL
15,2,2,3,3,2,2,2,2,0,5,3,3,1,3,4,4,0,1,1,1,0,0,1,1,1,1,1,0,1,15,15,1,PASS
15,1,1,5,5,2,1,1,2,0,4,3,2,2,3,4,2,1,0,1,1,0,1,1,0,1,0,1,0,1,9,10,1,PASS
15,4,4,3,3,3,1,2,2,2,4,4,4,2,3,5,6,1,0,1,1,0,0,0,1,1,1,1,1,1,7,9,0,FAIL
16,2,2,1,5,1,2,1,2,0,4,3,4,1,2,2,4,1,1,1,1,0,1,0,0,0,1,1,0,1,8,7,0,FAIL
15,4,2,5,5,3,2,1,3,0,5,3,3,1,3,1,4,1,0,1,1,0,1,1,0,1,1,1,0,1,13,14,1,PASS
16,2,2,3,5,3,1,2,2,1,4,4,2,1,1,3,12,0,0,1,1,0,0,1,1,1,0,1,0,1,11,10,1,PASS
16,4,4,4,2,3,2,1,2,0,4,1,3,3,5,5,18,0,1,0,1,0,1,0,0,0,1,1,0,1,8,6,0,FAIL
16,3,3,5,5,2,2,1,3,0,4,3,3,1,3,4,0,1,0,1,1,0,1,0,1,1,1,1,1,1,7,7,0,FAIL
15,4,3,3,5,3,2,1,1,0,4,5,5,1,3,1,4,1,0,1,1,0,0,1,1,1,1,1,0,1,16,17,1,PASS
16,3,1,5,5,2,1,1,2,0,3,3,3,2,3,2,4,1,1,1,1,1,1,0,0,0,1,1,0,1,7,6,0,FAIL
16,4,2,4,3,2,2,2,2,0,5,3,3,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,11,10,1,PASS
15,2,2,3,2,3,2,1,4,0,4,3,4,1,1,4,6,0,1,1,1,0,1,1,0,1,1,1,0,1,11,13,1,PASS
15,1,1,1,5,2,2,2,4,1,3,1,2,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,0,1,7,10,1,PASS
16,4,3,3,5,3,2,2,1,0,3,3,3,1,1,4,2,0,0,1,0,1,1,1,0,1,0,1,0,1,11,15,1,PASS
16,2,1,5,5,1,2,1,2,0,4,3,5,1,1,5,2,1,0,1,1,0,1,0,1,0,1,1,1,1,8,9,1,PASS
16,4,4,5,5,3,2,1,1,0,5,3,4,1,2,1,6,1,0,1,1,0,0,1,0,1,0,1,0,1,11,14,1,PASS
16,4,3,5,1,1,2,1,3,0,5,3,5,1,1,3,0,1,0,1,1,1,1,0,1,1,1,1,0,1,7,9,0,FAIL
16,4,4,3,3,4,2,1,1,0,4,5,5,5,5,4,14,0,0,1,1,1,1,1,1,1,1,1,0,1,7,7,0,FAIL
16,4,4,3,4,4,1,1,3,0,4,4,3,1,1,4,0,0,0,1,1,0,1,1,0,1,1,1,1,1,16,17,1,PASS
15,4,4,3,5,1,2,1,1,0,5,3,3,1,1,5,4,0,0,1,1,0,1,1,0,1,0,1,0,1,10,13,1,PASS
15,3,2,3,5,2,2,2,2,0,4,3,5,1,1,2,26,1,0,1,1,1,1,0,1,1,1,1,0,1,7,6,0,FAIL
15,3,4,3,5,1,2,1,2,0,5,4,4,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,16,18,1,PASS
15,3,3,5,2,3,1,1,4,0,4,3,3,1,1,4,10,1,0,0,1,1,0,0,0,0,1,1,0,1,10,11,1,PASS
15,2,2,5,5,1,2,1,4,0,5,1,2,1,1,3,8,1,0,1,1,1,1,0,1,1,1,1,0,1,7,8,0,FAIL
16,3,3,3,5,2,1,1,3,0,5,3,3,1,1,5,2,0,0,1,1,0,1,1,0,1,1,1,0,1,16,18,1,PASS
15,4,4,5,5,2,1,4,4,0,1,3,5,3,5,1,6,0,0,1,0,0,1,1,1,1,1,1,1,1,10,13,1,PASS
16,4,4,2,2,4,2,1,3,0,5,4,5,1,1,4,4,1,1,1,1,0,1,1,1,1,1,1,1,1,14,15,1,PASS
15,4,4,4,4,1,2,1,1,0,5,5,3,1,1,4,6,0,1,0,1,0,0,1,0,1,1,1,0,1,18,19,1,PASS
16,3,3,3,5,3,1,1,3,1,4,1,2,1,1,2,0,1,0,1,0,1,1,1,0,1,1,1,0,1,7,10,1,PASS
16,2,2,1,5,2,2,1,2,1,3,1,2,1,1,5,6,1,0,1,1,1,0,1,0,1,1,1,0,1,10,13,1,PASS
15,4,2,4,5,1,2,1,1,0,3,5,2,1,1,3,10,0,1,1,1,0,0,0,0,1,1,1,0,1,18,19,1,PASS
15,2,1,2,3,3,2,1,2,0,5,4,2,1,1,5,8,0,0,1,0,0,0,1,0,1,1,1,1,1,9,9,0,FAIL
16,4,4,4,4,1,1,1,2,0,5,4,4,1,2,5,2,0,0,1,1,0,1,1,0,1,1,1,0,1,15,15,1,PASS
15,4,4,5,4,3,1,2,2,0,4,4,3,1,1,2,2,0,0,1,1,0,1,1,0,0,1,1,0,1,11,13,1,PASS
16,3,3,5,3,2,1,2,1,0,5,4,2,1,1,5,0,0,0,1,1,0,0,1,0,1,1,1,0,1,13,14,1,PASS
17,1,3,5,5,1,1,3,2,1,5,2,4,1,4,5,20,0,0,1,0,0,1,1,0,1,1,1,0,1,9,7,0,FAIL
15,3,4,5,5,3,1,1,1,0,3,4,3,1,2,4,6,0,0,1,1,0,0,0,0,1,1,1,0,1,14,13,1,PASS
15,1,2,1,3,1,2,1,2,0,3,2,3,1,2,1,2,1,0,1,1,0,0,0,0,1,0,1,0,1,16,15,1,PASS
15,2,2,3,3,2,1,1,4,0,5,5,4,1,2,5,6,0,0,1,1,0,1,1,1,1,1,1,0,1,16,14,1,PASS
16,2,4,5,2,1,1,2,2,0,4,2,2,1,2,5,2,1,1,1,1,0,1,1,1,1,1,1,1,1,13,13,1,PASS
16,4,4,2,5,1,2,1,1,0,3,4,4,1,4,5,18,0,0,1,1,0,1,1,0,1,1,1,0,1,14,11,1,PASS
16,2,2,5,5,2,2,1,2,0,5,4,4,1,1,5,0,1,0,1,1,0,0,0,1,1,1,1,1,1,8,7,0,FAIL
15,3,4,3,3,2,1,1,1,0,5,5,5,3,2,5,0,0,0,1,1,1,0,0,0,1,1,1,0,1,13,13,1,PASS
15,3,4,5,5,2,2,1,2,0,5,3,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,7,10,1,PASS
19,0,1,1,5,1,3,1,2,3,3,4,2,1,1,5,2,1,0,1,1,0,1,0,0,0,0,0,0,1,7,8,0,FAIL
16,4,4,4,4,1,2,1,1,0,3,5,5,2,5,4,8,0,0,1,0,0,0,1,1,1,1,1,0,1,18,18,1,PASS
17,2,2,5,5,1,1,1,1,0,3,4,4,1,3,5,12,1,1,1,1,0,1,0,0,1,1,1,1,1,10,13,1,PASS
16,3,4,3,5,1,1,1,1,0,3,2,1,1,4,5,16,1,0,0,1,0,0,0,0,1,1,1,0,1,12,11,1,PASS
16,1,1,3,5,1,2,1,2,1,4,4,4,1,3,5,0,0,1,1,1,0,0,0,0,0,1,1,1,1,14,12,1,PASS
15,4,4,4,4,1,2,2,1,0,4,3,2,1,1,5,0,1,0,1,1,0,0,1,0,1,1,1,0,1,16,16,1,PASS
16,2,2,3,3,3,1,2,1,2,2,3,3,2,2,2,8,0,1,1,1,0,1,1,0,1,1,1,0,1,9,9,0,FAIL
15,4,4,4,3,1,2,1,3,0,4,2,2,1,1,5,2,1,0,1,1,0,1,1,1,1,1,1,0,1,9,11,1,PASS
16,1,1,1,1,1,2,1,1,0,3,4,4,3,3,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,14,14,1,PASS
15,1,1,5,3,1,1,1,2,0,4,4,2,1,2,5,0,1,0,1,1,0,1,0,1,1,1,1,0,1,8,11,1,PASS
15,1,2,1,5,1,2,1,2,0,4,3,2,1,1,5,2,1,0,1,1,0,1,0,1,1,0,1,0,1,10,11,1,PASS
15,2,1,3,5,1,2,4,1,3,4,5,5,2,5,5,0,0,1,0,1,0,0,0,0,1,1,1,0,1,8,9,1,PASS
16,2,1,1,5,1,2,1,1,1,4,4,4,3,5,5,6,0,1,1,1,0,0,1,0,0,1,1,1,1,12,13,1,PASS
15,3,3,3,3,3,3,2,3,2,4,2,1,2,3,3,8,1,0,1,0,0,1,1,1,1,1,1,1,1,10,10,1,PASS
17,4,4,5,4,1,2,1,1,0,4,2,1,1,1,4,0,1,0,1,1,1,1,0,0,0,1,1,1,1,11,11,1,PASS
15,2,3,1,3,1,2,1,2,0,4,4,4,1,1,1,2,0,0,1,0,1,0,1,1,0,1,1,0,1,11,8,0,FAIL
17,1,2,5,5,3,2,1,1,0,2,2,2,3,3,5,8,0,1,1,0,0,0,0,0,0,1,1,0,1,16,12,1,PASS
18,1,1,1,5,1,2,3,1,3,5,2,5,1,5,4,6,1,0,1,0,0,1,1,0,0,0,1,0,1,9,8,1,PASS
16,2,2,1,5,1,2,3,1,0,4,2,2,1,2,3,2,0,0,1,0,0,0,0,0,0,0,1,0,1,17,15,1,PASS
16,3,3,5,3,1,1,1,2,1,4,5,5,4,4,5,4,0,0,1,1,0,1,0,1,1,1,1,1,1,10,12,1,PASS
15,3,2,5,5,1,2,2,2,2,4,4,4,1,4,3,6,0,0,1,0,1,1,0,0,1,1,1,1,1,5,9,0,FAIL
17,1,3,1,3,1,1,1,1,0,5,3,3,1,4,2,2,0,0,1,1,0,0,0,0,1,1,0,0,1,10,10,1,PASS
17,1,1,5,3,1,2,4,2,3,5,3,5,1,5,5,0,0,1,1,0,0,0,1,0,0,1,0,1,1,5,8,0,FAIL
16,3,2,3,3,1,2,2,1,1,4,5,2,1,1,2,16,0,0,1,1,0,1,1,0,0,0,0,0,1,12,11,1,PASS
16,2,2,5,5,1,1,1,2,0,4,3,5,2,4,4,4,0,0,1,1,0,0,0,0,1,1,0,0,1,10,10,1,PASS
16,4,2,2,3,2,1,1,2,0,4,2,3,1,1,3,0,1,0,1,1,0,0,0,1,1,1,1,1,1,14,15,1,PASS
16,4,4,2,2,3,2,1,2,0,4,4,2,1,1,3,0,1,0,1,1,0,1,0,1,1,1,1,1,1,14,14,1,PASS
16,1,0,5,5,3,2,2,2,0,4,3,2,1,1,3,2,0,0,1,1,0,1,1,1,1,1,1,1,1,13,15,1,PASS
17,4,4,4,5,3,2,1,2,0,4,4,4,1,3,5,0,0,1,1,1,0,1,1,1,1,1,1,0,1,13,11,1,PASS
16,3,3,5,5,3,2,2,2,0,4,4,5,1,1,4,4,1,1,1,1,0,1,1,1,1,1,1,0,1,10,11,0,FAIL
17,4,3,4,5,1,2,2,2,0,4,4,4,4,4,4,4,0,1,1,1,0,0,1,1,1,1,1,0,1,10,9,0,FAIL
16,2,2,3,5,3,2,2,2,0,3,4,4,1,4,5,2,1,0,1,1,0,0,1,1,1,0,1,0,1,13,13,1,PASS
17,3,3,5,5,3,1,1,2,0,4,3,4,1,4,4,4,0,0,1,1,0,0,1,0,1,0,1,0,1,6,5,0,FAIL
16,4,2,4,3,4,2,1,1,0,4,3,3,3,4,3,10,0,0,1,0,0,1,1,0,1,1,1,1,1,10,8,0,FAIL
17,4,3,5,5,1,2,1,2,0,5,2,3,1,1,2,4,0,0,1,1,0,1,1,0,1,1,1,1,1,10,10,1,PASS
16,4,3,4,5,2,2,1,2,0,3,4,3,2,3,3,10,0,0,1,1,0,1,1,1,1,1,1,0,1,9,8,0,FAIL
16,3,3,3,5,2,2,1,2,0,4,2,3,1,2,3,2,0,0,1,1,0,0,1,1,1,1,1,1,1,12,13,1,PASS
17,2,4,3,3,3,1,1,2,0,5,4,2,2,3,5,0,1,0,1,1,0,1,1,0,0,1,1,0,1,16,17,1,PASS
17,3,3,5,5,3,2,1,2,0,5,3,3,2,3,1,56,1,1,1,1,0,1,1,0,1,1,1,1,1,9,9,0,FAIL
16,3,2,5,5,3,2,1,2,0,1,2,2,1,2,1,14,1,0,1,1,0,1,0,1,1,1,1,0,1,12,13,1,PASS
17,3,3,3,3,4,2,1,2,0,4,3,4,2,3,4,12,0,0,1,1,0,1,1,0,1,1,1,1,1,12,12,1,PASS
16,1,2,3,3,4,2,1,1,0,3,3,3,1,2,3,2,0,0,1,1,0,1,1,1,1,1,1,1,1,11,12,1,PASS
16,2,1,5,5,1,2,1,2,0,4,2,3,1,2,5,0,0,1,1,1,0,0,1,1,1,1,1,1,1,15,15,1,PASS
17,3,3,2,5,3,2,1,2,0,3,3,3,1,3,3,6,1,0,0,1,0,1,0,0,1,0,1,1,1,8,7,0,FAIL
17,1,2,1,5,2,2,1,2,0,3,1,3,1,5,3,4,0,0,1,0,0,0,0,0,0,1,1,0,1,8,9,1,PASS
16,2,3,3,3,1,2,1,2,0,4,3,3,1,1,2,10,1,0,1,1,0,0,0,0,1,1,1,0,1,11,12,1,PASS
17,1,1,1,3,1,2,1,2,0,5,3,3,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,8,8,0,FAIL
17,1,2,1,3,4,3,2,2,0,4,4,4,4,5,5,12,0,0,1,1,0,0,1,1,1,0,1,0,1,7,8,0,FAIL
16,3,3,3,3,3,2,1,1,0,4,3,2,3,4,5,8,0,0,1,0,0,1,1,0,1,1,1,0,1,8,9,1,PASS
16,2,3,5,5,2,1,2,1,0,5,3,3,1,1,3,0,0,0,1,1,0,0,0,0,1,1,1,0,1,13,14,1,PASS
17,2,4,3,3,1,1,1,2,0,4,3,2,1,1,5,0,1,1,1,1,0,0,1,0,1,1,1,1,1,14,15,1,PASS
17,4,4,3,4,2,2,1,1,0,5,2,3,1,2,5,4,0,0,1,1,0,0,0,0,1,1,1,0,1,17,15,1,PASS
16,3,3,4,5,2,1,3,1,0,3,3,4,3,5,3,8,0,1,1,0,0,1,1,1,1,1,1,0,1,9,9,1,PASS
17,4,4,3,4,2,2,2,1,1,4,2,4,2,3,2,24,1,0,1,1,0,1,0,0,1,1,1,0,1,18,18,1,PASS
16,4,4,4,4,3,2,1,2,0,4,5,2,1,2,3,0,1,1,1,1,0,1,0,1,1,1,1,0,1,9,9,1,PASS
16,4,3,2,5,2,2,1,2,0,4,3,5,1,5,2,2,1,0,1,1,0,1,1,0,1,1,1,0,1,16,16,1,PASS
16,2,3,5,5,3,2,1,2,0,4,4,3,1,3,4,6,1,0,1,1,1,1,1,1,0,1,1,0,1,8,10,1,PASS
17,1,1,5,5,1,2,1,2,0,4,4,4,1,3,1,4,1,0,1,1,0,1,0,1,0,0,1,0,1,9,9,1,PASS
17,2,2,5,5,3,2,1,1,0,5,3,2,1,2,3,18,1,0,1,0,0,1,0,0,1,1,1,0,1,7,6,0,FAIL
16,2,2,3,3,3,2,2,4,0,5,3,5,1,1,5,6,1,0,1,0,0,1,1,1,1,0,1,0,1,10,10,1,PASS
17,3,4,1,3,2,2,1,3,1,4,4,3,3,4,5,28,1,0,1,1,0,1,0,1,1,1,1,1,1,10,9,0,FAIL
16,3,1,3,5,1,2,1,2,3,2,3,3,2,2,4,5,1,0,0,1,0,1,0,1,1,1,1,0,1,7,7,0,FAIL
16,4,3,4,5,4,2,1,2,0,1,3,2,1,1,1,10,1,0,1,1,0,0,1,1,1,1,1,1,1,11,12,1,PASS
16,1,1,1,5,2,2,2,1,0,4,3,2,1,4,5,6,1,0,1,1,0,1,0,1,0,1,1,0,1,9,9,1,PASS
17,4,3,4,5,3,2,2,3,0,4,4,2,1,1,4,6,1,0,1,0,0,1,1,1,1,1,1,1,1,7,7,0,FAIL
19,3,3,5,5,3,3,1,4,0,4,3,3,1,2,3,10,1,0,1,1,0,1,1,1,1,1,1,0,1,8,8,0,FAIL
17,4,4,3,5,2,2,1,2,0,5,3,5,4,5,3,13,0,1,1,1,0,1,0,1,1,1,1,1,1,12,12,1,PASS
