,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,sex_F,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP,G1,G2,G3
81,15,2,3,5,5,2,2,1,3,0,5,3,2,1,2,5,4,0,0,1,1,1,0,0,1,1,0,1,0,1,11,10,PASS
82,15,3,2,3,5,3,2,1,2,0,4,4,4,1,1,5,10,1,1,1,1,0,1,0,1,1,1,1,0,1,7,6,FAIL
83,15,2,2,3,3,2,2,2,2,0,5,3,3,1,3,4,4,0,1,1,1,0,0,1,1,1,1,1,0,1,15,15,PASS
84,15,1,1,5,5,2,1,1,2,0,4,3,2,2,3,4,2,1,0,1,1,0,1,1,0,1,0,1,0,1,9,10,PASS
85,15,4,4,3,3,3,1,2,2,2,4,4,4,2,3,5,6,1,0,1,1,0,0,0,1,1,1,1,1,1,7,9,FAIL
86,16,2,2,1,5,1,2,1,2,0,4,3,4,1,2,2,4,1,1,1,1,0,1,0,0,0,1,1,0,1,8,7,FAIL
87,15,4,2,5,5,3,2,1,3,0,5,3,3,1,3,1,4,1,0,1,1,0,1,1,0,1,1,1,0,1,13,14,PASS
88,16,2,2,3,5,3,1,2,2,1,4,4,2,1,1,3,12,0,0,1,1,0,0,1,1,1,0,1,0,1,11,10,PASS
89,16,4,4,4,2,3,2,1,2,0,4,1,3,3,5,5,18,0,1,0,1,0,1,0,0,0,1,1,0,1,8,6,FAIL
90,16,3,3,5,5,2,2,1,3,0,4,3,3,1,3,4,0,1,0,1,1,0,1,0,1,1,1,1,1,1,7,7,FAIL
91,15,4,3,3,5,3,2,1,1,0,4,5,5,1,3,1,4,1,0,1,1,0,0,1,1,1,1,1,0,1,16,17,PASS
92,16,3,1,5,5,2,1,1,2,0,3,3,3,2,3,2,4,1,1,1,1,1,1,0,0,0,1,1,0,1,7,6,FAIL
93,16,4,2,4,3,2,2,2,2,0,5,3,3,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,11,10,PASS
94,15,2,2,3,2,3,2,1,4,0,4,3,4,1,1,4,6,0,1,1,1,0,1,1,0,1,1,1,0,1,11,13,PASS
95,15,1,1,1,5,2,2,2,4,1,3,1,2,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,0,1,7,10,PASS
96,16,4,3,3,5,3,2,2,1,0,3,3,3,1,1,4,2,0,0,1,0,1,1,1,0,1,0,1,0,1,11,15,PASS
97,16,2,1,5,5,1,2,1,2,0,4,3,5,1,1,5,2,1,0,1,1,0,1,0,1,0,1,1,1,1,8,9,PASS
98,16,4,4,5,5,3,2,1,1,0,5,3,4,1,2,1,6,1,0,1,1,0,0,1,0,1,0,1,0,1,11,14,PASS
99,16,4,3,5,1,1,2,1,3,0,5,3,5,1,1,3,0,1,0,1,1,1,1,0,1,1,1,1,0,1,7,9,FAIL
100,16,4,4,3,3,4,2,1,1,0,4,5,5,5,5,4,14,0,0,1,1,1,1,1,1,1,1,1,0,1,7,7,FAIL
101,16,4,4,3,4,4,1,1,3,0,4,4,3,1,1,4,0,0,0,1,1,0,1,1,0,1,1,1,1,1,16,17,PASS
102,15,4,4,3,5,1,2,1,1,0,5,3,3,1,1,5,4,0,0,1,1,0,1,1,0,1,0,1,0,1,10,13,PASS
103,15,3,2,3,5,2,2,2,2,0,4,3,5,1,1,2,26,1,0,1,1,1,1,0,1,1,1,1,0,1,7,6,FAIL
104,15,3,4,3,5,1,2,1,2,0,5,4,4,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,16,18,PASS
105,15,3,3,5,2,3,1,1,4,0,4,3,3,1,1,4,10,1,0,0,1,1,0,0,0,0,1,1,0,1,10,11,PASS
106,15,2,2,5,5,1,2,1,4,0,5,1,2,1,1,3,8,1,0,1,1,1,1,0,1,1,1,1,0,1,7,8,FAIL
107,16,3,3,3,5,2,1,1,3,0,5,3,3,1,1,5,2,0,0,1,1,0,1,1,0,1,1,1,0,1,16,18,PASS
108,15,4,4,5,5,2,1,4,4,0,1,3,5,3,5,1,6,0,0,1,0,0,1,1,1,1,1,1,1,1,10,13,PASS
109,16,4,4,2,2,4,2,1,3,0,5,4,5,1,1,4,4,1,1,1,1,0,1,1,1,1,1,1,1,1,14,15,PASS
110,15,4,4,4,4,1,2,1,1,0,5,5,3,1,1,4,6,0,1,0,1,0,0,1,0,1,1,1,0,1,18,19,PASS
111,16,3,3,3,5,3,1,1,3,1,4,1,2,1,1,2,0,1,0,1,0,1,1,1,0,1,1,1,0,1,7,10,PASS
112,16,2,2,1,5,2,2,1,2,1,3,1,2,1,1,5,6,1,0,1,1,1,0,1,0,1,1,1,0,1,10,13,PASS
113,15,4,2,4,5,1,2,1,1,0,3,5,2,1,1,3,10,0,1,1,1,0,0,0,0,1,1,1,0,1,18,19,PASS
114,15,2,1,2,3,3,2,1,2,0,5,4,2,1,1,5,8,0,0,1,0,0,0,1,0,1,1,1,1,1,9,9,FAIL
115,16,4,4,4,4,1,1,1,2,0,5,4,4,1,2,5,2,0,0,1,1,0,1,1,0,1,1,1,0,1,15,15,PASS
116,15,4,4,5,4,3,1,2,2,0,4,4,3,1,1,2,2,0,0,1,1,0,1,1,0,0,1,1,0,1,11,13,PASS
117,16,3,3,5,3,2,1,2,1,0,5,4,2,1,1,5,0,0,0,1,1,0,0,1,0,1,1,1,0,1,13,14,PASS
118,17,1,3,5,5,1,1,3,2,1,5,2,4,1,4,5,20,0,0,1,0,0,1,1,0,1,1,1,0,1,9,7,FAIL
119,15,3,4,5,5,3,1,1,1,0,3,4,3,1,2,4,6,0,0,1,1,0,0,0,0,1,1,1,0,1,14,13,PASS
120,15,1,2,1,3,1,2,1,2,0,3,2,3,1,2,1,2,1,0,1,1,0,0,0,0,1,0,1,0,1,16,15,PASS
121,15,2,2,3,3,2,1,1,4,0,5,5,4,1,2,5,6,0,0,1,1,0,1,1,1,1,1,1,0,1,16,14,PASS
122,16,2,4,5,2,1,1,2,2,0,4,2,2,1,2,5,2,1,1,1,1,0,1,1,1,1,1,1,1,1,13,13,PASS
123,16,4,4,2,5,1,2,1,1,0,3,4,4,1,4,5,18,0,0,1,1,0,1,1,0,1,1,1,0,1,14,11,PASS
124,16,2,2,5,5,2,2,1,2,0,5,4,4,1,1,5,0,1,0,1,1,0,0,0,1,1,1,1,1,1,8,7,FAIL
125,15,3,4,3,3,2,1,1,1,0,5,5,5,3,2,5,0,0,0,1,1,1,0,0,0,1,1,1,0,1,13,13,PASS
126,15,3,4,5,5,2,2,1,2,0,5,3,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,7,10,PASS
127,19,0,1,1,5,1,3,1,2,3,3,4,2,1,1,5,2,1,0,1,1,0,1,0,0,0,0,0,0,1,7,8,FAIL
128,16,4,4,4,4,1,2,1,1,0,3,5,5,2,5,4,8,0,0,1,0,0,0,1,1,1,1,1,0,1,18,18,PASS
129,17,2,2,5,5,1,1,1,1,0,3,4,4,1,3,5,12,1,1,1,1,0,1,0,0,1,1,1,1,1,10,13,PASS
130,16,3,4,3,5,1,1,1,1,0,3,2,1,1,4,5,16,1,0,0,1,0,0,0,0,1,1,1,0,1,12,11,PASS
131,16,1,1,3,5,1,2,1,2,1,4,4,4,1,3,5,0,0,1,1,1,0,0,0,0,0,1,1,1,1,14,12,PASS
132,15,4,4,4,4,1,2,2,1,0,4,3,2,1,1,5,0,1,0,1,1,0,0,1,0,1,1,1,0,1,16,16,PASS
133,16,2,2,3,3,3,1,2,1,2,2,3,3,2,2,2,8,0,1,1,1,0,1,1,0,1,1,1,0,1,9,9,FAIL
134,15,4,4,4,3,1,2,1,3,0,4,2,2,1,1,5,2,1,0,1,1,0,1,1,1,1,1,1,0,1,9,11,PASS
135,16,1,1,1,1,1,2,1,1,0,3,4,4,3,3,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,14,14,PASS
136,15,1,1,5,3,1,1,1,2,0,4,4,2,1,2,5,0,1,0,1,1,0,1,0,1,1,1,1,0,1,8,11,PASS
137,15,1,2,1,5,1,2,1,2,0,4,3,2,1,1,5,2,1,0,1,1,0,1,0,1,1,0,1,0,1,10,11,PASS
138,15,2,1,3,5,1,2,4,1,3,4,5,5,2,5,5,0,0,1,0,1,0,0,0,0,1,1,1,0,1,8,9,PASS
139,16,2,1,1,5,1,2,1,1,1,4,4,4,3,5,5,6,0,1,1,1,0,0,1,0,0,1,1,1,1,12,13,PASS
140,15,3,3,3,3,3,3,2,3,2,4,2,1,2,3,3,8,1,0,1,0,0,1,1,1,1,1,1,1,1,10,10,PASS
141,17,4,4,5,4,1,2,1,1,0,4,2,1,1,1,4,0,1,0,1,1,1,1,0,0,0,1,1,1,1,11,11,PASS
142,15,2,3,1,3,1,2,1,2,0,4,4,4,1,1,1,2,0,0,1,0,1,0,1,1,0,1,1,0,1,11,8,FAIL
143,17,1,2,5,5,3,2,1,1,0,2,2,2,3,3,5,8,0,1,1,0,0,0,0,0,0,1,1,0,1,16,12,PASS
144,18,1,1,1,5,1,2,3,1,3,5,2,5,1,5,4,6,1,0,1,0,0,1,1,0,0,0,1,0,1,9,8,PASS
145,16,2,2,1,5,1,2,3,1,0,4,2,2,1,2,3,2,0,0,1,0,0,0,0,0,0,0,1,0,1,17,15,PASS
146,16,3,3,5,3,1,1,1,2,1,4,5,5,4,4,5,4,0,0,1,1,0,1,0,1,1,1,1,1,1,10,12,PASS
147,15,3,2,5,5,1,2,2,2,2,4,4,4,1,4,3,6,0,0,1,0,1,1,0,0,1,1,1,1,1,5,9,FAIL
148,17,1,3,1,3,1,1,1,1,0,5,3,3,1,4,2,2,0,0,1,1,0,0,0,0,1,1,0,0,1,10,10,PASS
149,17,1,1,5,3,1,2,4,2,3,5,3,5,1,5,5,0,0,1,1,0,0,0,1,0,0,1,0,1,1,5,8,FAIL
150,16,3,2,3,3,1,2,2,1,1,4,5,2,1,1,2,16,0,0,1,1,0,1,1,0,0,0,0,0,1,12,11,PASS
151,16,2,2,5,5,1,1,1,2,0,4,3,5,2,4,4,4,0,0,1,1,0,0,0,0,1,1,0,0,1,10,10,PASS
152,16,4,2,2,3,2,1,1,2,0,4,2,3,1,1,3,0,1,0,1,1,0,0,0,1,1,1,1,1,1,14,15,PASS
153,16,4,4,2,2,3,2,1,2,0,4,4,2,1,1,3,0,1,0,1,1,0,1,0,1,1,1,1,1,1,14,14,PASS
154,16,1,0,5,5,3,2,2,2,0,4,3,2,1,1,3,2,0,0,1,1,0,1,1,1,1,1,1,1,1,13,15,PASS
155,17,4,4,4,5,3,2,1,2,0,4,4,4,1,3,5,0,0,1,1,1,0,1,1,1,1,1,1,0,1,13,11,PASS
156,16,3,3,5,5,3,2,2,2,0,4,4,5,1,1,4,4,1,1,1,1,0,1,1,1,1,1,1,0,1,10,11,FAIL
157,17,4,3,4,5,1,2,2,2,0,4,4,4,4,4,4,4,0,1,1,1,0,0,1,1,1,1,1,0,1,10,9,FAIL
158,16,2,2,3,5,3,2,2,2,0,3,4,4,1,4,5,2,1,0,1,1,0,0,1,1,1,0,1,0,1,13,13,PASS
159,17,3,3,5,5,3,1,1,2,0,4,3,4,1,4,4,4,0,0,1,1,0,0,1,0,1,0,1,0,1,6,5,FAIL
160,16,4,2,4,3,4,2,1,1,0,4,3,3,3,4,3,10,0,0,1,0,0,1,1,0,1,1,1,1,1,10,8,FAIL
161,17,4,3,5,5,1,2,1,2,0,5,2,3,1,1,2,4,0,0,1,1,0,1,1,0,1,1,1,1,1,10,10,PASS
162,16,4,3,4,5,2,2,1,2,0,3,4,3,2,3,3,10,0,0,1,1,0,1,1,1,1,1,1,0,1,9,8,FAIL
163,16,3,3,3,5,2,2,1,2,0,4,2,3,1,2,3,2,0,0,1,1,0,0,1,1,1,1,1,1,1,12,13,PASS
164,17,2,4,3,3,3,1,1,2,0,5,4,2,2,3,5,0,1,0,1,1,0,1,1,0,0,1,1,0,1,16,17,PASS
165,17,3,3,5,5,3,2,1,2,0,5,3,3,2,3,1,56,1,1,1,1,0,1,1,0,1,1,1,1,1,9,9,FAIL
166,16,3,2,5,5,3,2,1,2,0,1,2,2,1,2,1,14,1,0,1,1,0,1,0,1,1,1,1,0,1,12,13,PASS
167,17,3,3,3,3,4,2,1,2,0,4,3,4,2,3,4,12,0,0,1,1,0,1,1,0,1,1,1,1,1,12,12,PASS
168,16,1,2,3,3,4,2,1,1,0,3,3,3,1,2,3,2,0,0,1,1,0,1,1,1,1,1,1,1,1,11,12,PASS
169,16,2,1,5,5,1,2,1,2,0,4,2,3,1,2,5,0,0,1,1,1,0,0,1,1,1,1,1,1,1,15,15,PASS
170,17,3,3,2,5,3,2,1,2,0,3,3,3,1,3,3,6,1,0,0,1,0,1,0,0,1,0,1,1,1,8,7,FAIL
171,17,1,2,1,5,2,2,1,2,0,3,1,3,1,5,3,4,0,0,1,0,0,0,0,0,0,1,1,0,1,8,9,PASS
172,16,2,3,3,3,1,2,1,2,0,4,3,3,1,1,2,10,1,0,1,1,0,0,0,0,1,1,1,0,1,11,12,PASS
173,17,1,1,1,3,1,2,1,2,0,5,3,3,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,8,8,FAIL
174,17,1,2,1,3,4,3,2,2,0,4,4,4,4,5,5,12,0,0,1,1,0,0,1,1,1,0,1,0,1,7,8,FAIL
175,16,3,3,3,3,3,2,1,1,0,4,3,2,3,4,5,8,0,0,1,0,0,1,1,0,1,1,1,0,1,8,9,PASS
176,16,2,3,5,5,2,1,2,1,0,5,3,3,1,1,3,0,0,0,1,1,0,0,0,0,1,1,1,0,1,13,14,PASS
177,17,2,4,3,3,1,1,1,2,0,4,3,2,1,1,5,0,1,1,1,1,0,0,1,0,1,1,1,1,1,14,15,PASS
178,17,4,4,3,4,2,2,1,1,0,5,2,3,1,2,5,4,0,0,1,1,0,0,0,0,1,1,1,0,1,17,15,PASS
179,16,3,3,4,5,2,1,3,1,0,3,3,4,3,5,3,8,0,1,1,0,0,1,1,1,1,1,1,0,1,9,9,PASS
180,17,4,4,3,4,2,2,2,1,1,4,2,4,2,3,2,24,1,0,1,1,0,1,0,0,1,1,1,0,1,18,18,PASS
181,16,4,4,4,4,3,2,1,2,0,4,5,2,1,2,3,0,1,1,1,1,0,1,0,1,1,1,1,0,1,9,9,PASS
182,16,4,3,2,5,2,2,1,2,0,4,3,5,1,5,2,2,1,0,1,1,0,1,1,0,1,1,1,0,1,16,16,PASS
183,16,2,3,5,5,3,2,1,2,0,4,4,3,1,3,4,6,1,0,1,1,1,1,1,1,0,1,1,0,1,8,10,PASS
184,17,1,1,5,5,1,2,1,2,0,4,4,4,1,3,1,4,1,0,1,1,0,1,0,1,0,0,1,0,1,9,9,PASS
185,17,2,2,5,5,3,2,1,1,0,5,3,2,1,2,3,18,1,0,1,0,0,1,0,0,1,1,1,0,1,7,6,FAIL
186,16,2,2,3,3,3,2,2,4,0,5,3,5,1,1,5,6,1,0,1,0,0,1,1,1,1,0,1,0,1,10,10,PASS
187,17,3,4,1,3,2,2,1,3,1,4,4,3,3,4,5,28,1,0,1,1,0,1,0,1,1,1,1,1,1,10,9,FAIL
188,16,3,1,3,5,1,2,1,2,3,2,3,3,2,2,4,5,1,0,0,1,0,1,0,1,1,1,1,0,1,7,7,FAIL
189,16,4,3,4,5,4,2,1,2,0,1,3,2,1,1,1,10,1,0,1,1,0,0,1,1,1,1,1,1,1,11,12,PASS
190,16,1,1,1,5,2,2,2,1,0,4,3,2,1,4,5,6,1,0,1,1,0,1,0,1,0,1,1,0,1,9,9,PASS
191,17,4,3,4,5,3,2,2,3,0,4,4,2,1,1,4,6,1,0,1,0,0,1,1,1,1,1,1,1,1,7,7,FAIL
192,19,3,3,5,5,3,3,1,4,0,4,3,3,1,2,3,10,1,0,1,1,0,1,1,1,1,1,1,0,1,8,8,FAIL
193,17,4,4,3,5,2,2,1,2,0,5,3,5,4,5,3,13,0,1,1,1,0,1,0,1,1,1,1,1,1,12,12,PASS
